paragraph,label
"Together, we keep the IKEA spirit alive! The war in Ukraine is a human tragedy that  continues to affect people and communities","[0.037, 0.029, 0.017, 0.024, 0.025, 0.017, 0.02, 0.043, 0.034, 0.052, 0.014, 0.032, 0.022, 0.037, 0.017, 0.029, 0.028, 0.118, 0.016, 0.037, 0.024, 0.034, 0.04, 0.054, 0.076, 0.04, 0.039]"
priority has been to provide support and security  to co-workers and the people in our value chain,"[0.113, 0.018, 0.076, 0.03, 0.016, 0.028, 0.006, 0.026, 0.141, 0.023, 0.1, 0.013, 0.036, 0.021, 0.011, 0.018, 0.021, 0.026, 0.023, 0.017, 0.029, 0.039, 0.017, 0.04, 0.014, 0.024, 0.006]"
"In the beginning of March 2022, Inter IKEA Group  and Ingka Group announced the pausing of IKEA  operations in Russia and Belarus. In June, the  decision was taken to stop IKEA operations in those  countries and we've since been scaling down, step  by step","[0.058, 0.02, 0.025, 0.024, 0.012, 0.016, 0.011, 0.027, 0.081, 0.025, 0.042, 0.018, 0.026, 0.048, 0.009, 0.031, 0.028, 0.042, 0.023, 0.022, 0.022, 0.016, 0.018, 0.062, 0.066, 0.14, 0.028]"
"Despite the complex situation, total IKEA sales  reached EUR 44.6 billion in FY22, up 6.5% compared  to FY21. The pandemic limited growth in FY21, and  IKEA retail sales benefited as the world re-opened","[0.028, 0.032, 0.051, 0.028, 0.052, 0.018, 0.021, 0.031, 0.043, 0.066, 0.029, 0.028, 0.027, 0.017, 0.042, 0.016, 0.015, 0.141, 0.011, 0.034, 0.019, 0.035, 0.035, 0.027, 0.046, 0.04, 0.014]"
"On the other hand, higher costs for raw materials  and transport led to higher prices, which means  sales grew in monetary terms, but not in quantities","[0.035, 0.035, 0.039, 0.022, 0.023, 0.019, 0.019, 0.034, 0.061, 0.037, 0.034, 0.033, 0.034, 0.034, 0.02, 0.023, 0.024, 0.115, 0.014, 0.022, 0.018, 0.019, 0.044, 0.038, 0.056, 0.075, 0.025]"
"and production. Twenty-four IKEA retail markets  are using 100% renewable electricity. In production,  it increased from 52% in FY21 to 64%. One of our  key strengths is the IKEA integrated supply chain","[0.035, 0.026, 0.027, 0.02, 0.03, 0.019, 0.021, 0.04, 0.035, 0.059, 0.018, 0.035, 0.026, 0.025, 0.024, 0.02, 0.019, 0.154, 0.012, 0.036, 0.017, 0.039, 0.049, 0.04, 0.06, 0.037, 0.019]"
We have long-term relationships with our suppliers  – 11 years on average – and are supporting their  journeys to transition to renewable energy,"[0.02, 0.017, 0.03, 0.011, 0.009, 0.016, 0.011, 0.022, 0.06, 0.032, 0.053, 0.021, 0.027, 0.123, 0.018, 0.021, 0.028, 0.036, 0.015, 0.025, 0.025, 0.019, 0.028, 0.037, 0.059, 0.15, 0.018]"
"With a carbon budget of six years left in the world,1  the need to act decisively to limit global warming to  1.5°C is more important than ever. We’re committed  to doing our part, taking a full value chain approach","[0.029, 0.021, 0.049, 0.019, 0.026, 0.016, 0.015, 0.031, 0.07, 0.054, 0.033, 0.048, 0.031, 0.024, 0.027, 0.02, 0.02, 0.154, 0.014, 0.024, 0.019, 0.034, 0.046, 0.025, 0.039, 0.04, 0.015]"
"The total IKEA climate footprint in FY22 is estimated  to be 25.8 million tonnes of CO2 eq – a decrease of  5% compared to FY21 and 12% compared to our FY16  baseline. The reduced climate footprint is mainly  due to a strong development in renewable electricity  and improved efficiency of products used at home,  and partly due to slightly lower production volumes  between FY21-22","[0.044, 0.026, 0.052, 0.03, 0.028, 0.018, 0.015, 0.031, 0.076, 0.043, 0.029, 0.033, 0.029, 0.028, 0.022, 0.022, 0.023, 0.126, 0.017, 0.023, 0.022, 0.024, 0.037, 0.031, 0.05, 0.053, 0.021]"
"One of the main contributors to the decreased  climate footprint is our more energy-efficient range,  such as the new and more affordable SOLHETTA  LED range. We also saw a continued increase in the  share of sales for our plant-based food options, such  as the plant ball and the veggie hotdog","[0.015, 0.022, 0.031, 0.008, 0.015, 0.008, 0.029, 0.018, 0.048, 0.037, 0.034, 0.033, 0.036, 0.062, 0.02, 0.017, 0.039, 0.027, 0.019, 0.025, 0.02, 0.009, 0.012, 0.035, 0.051, 0.22, 0.023]"
"During FY22, we also managed to increase the  share of renewable electricity in both IKEA retail  Our focus ahead remains on the longer-term  agenda, such as product transport and materials  – our largest climate footprint. For materials,  we have concrete plans to reduce our impact","[0.039, 0.016, 0.091, 0.022, 0.023, 0.021, 0.009, 0.023, 0.125, 0.031, 0.13, 0.035, 0.041, 0.029, 0.022, 0.02, 0.017, 0.041, 0.017, 0.019, 0.022, 0.046, 0.031, 0.024, 0.014, 0.026, 0.005]"
challenge for materials is to secure the accuracy  and completeness of the data. See the IKEA Climate  Report FY22 for more details,"[0.082, 0.03, 0.067, 0.029, 0.021, 0.025, 0.013, 0.035, 0.098, 0.026, 0.053, 0.017, 0.052, 0.023, 0.012, 0.024, 0.022, 0.078, 0.023, 0.02, 0.019, 0.022, 0.035, 0.036, 0.034, 0.043, 0.011]"
"Establishing a systemic shift to a circular economy,  not only within the IKEA business but throughout  the world, is key to creating a sustainable future,  since the high use of resources in the world is  increasing the pressure on people and the planet","[0.055, 0.01, 0.073, 0.024, 0.017, 0.018, 0.006, 0.02, 0.205, 0.029, 0.093, 0.028, 0.031, 0.035, 0.01, 0.022, 0.03, 0.029, 0.013, 0.019, 0.031, 0.033, 0.028, 0.014, 0.015, 0.022, 0.005]"
"Now, several years into our efforts to transform into  a circular business, we have a clearer and practical  understanding of the complexities. After some years  of testing in various markets, we formally created  the global IKEA Core Circular Customer Offer which  will make it possible for customers to pass on,  refurbish, care for, maintain and upgrade products  in convenient ways","[0.096, 0.033, 0.055, 0.034, 0.025, 0.039, 0.013, 0.045, 0.071, 0.022, 0.035, 0.01, 0.048, 0.026, 0.011, 0.022, 0.02, 0.061, 0.026, 0.031, 0.023, 0.024, 0.033, 0.045, 0.048, 0.038, 0.018]"
"1 Mercator Research Institute on Global Commons and Climate Change, ""Remaining carbon budget"", 1.5°C scenario selected, 2022 2 The volume of products manufactured in FY22 was 10% higher than in the baseline year FY16, but 1% lower than FY21","[0.043, 0.018, 0.031, 0.015, 0.009, 0.016, 0.009, 0.023, 0.078, 0.024, 0.057, 0.018, 0.025, 0.099, 0.013, 0.022, 0.029, 0.035, 0.016, 0.021, 0.029, 0.021, 0.024, 0.056, 0.057, 0.132, 0.019]"
3 A just transition addresses the social consequences of actions taken to reduce climate impact and transition to a circular economy,"[0.045, 0.031, 0.055, 0.02, 0.017, 0.02, 0.01, 0.049, 0.074, 0.039, 0.042, 0.03, 0.023, 0.025, 0.018, 0.026, 0.03, 0.075, 0.039, 0.015, 0.02, 0.013, 0.015, 0.056, 0.031, 0.089, 0.044]"
"We strive to take a holistic approach to our  sustainability work, as climate change, nature loss  and inequality are interdependent. The transition  to a circular economy with limited environmental  impact creates additional challenges for livelihoods  and human rights. Therefore, we put a lot of effort  during the year into revising the Fair & equal section  of the IKEA sustainability strategy. The update  includes strengthened commitments to contribute  to more resilient societies, with a continued focus  on children as a particularly vulnerable group","[0.039, 0.029, 0.035, 0.025, 0.028, 0.022, 0.021, 0.035, 0.049, 0.046, 0.024, 0.03, 0.03, 0.034, 0.02, 0.022, 0.02, 0.129, 0.015, 0.031, 0.018, 0.027, 0.044, 0.041, 0.058, 0.057, 0.02]"
"includes new commitments, such as ensuring a just  transition3 with a focus on enabling decent work,  which involves, for example, upskilling and reskilling  to meet future demands. This update was supported  by a social impact materiality assessment","[0.159, 0.015, 0.034, 0.019, 0.013, 0.037, 0.005, 0.042, 0.131, 0.018, 0.069, 0.006, 0.035, 0.024, 0.006, 0.019, 0.026, 0.02, 0.021, 0.025, 0.029, 0.042, 0.019, 0.057, 0.025, 0.024, 0.009]"
"Our work toward becoming people and planet  positive continues, and we stay optimistic","[0.019, 0.044, 0.093, 0.017, 0.034, 0.031, 0.014, 0.072, 0.032, 0.057, 0.022, 0.036, 0.022, 0.016, 0.035, 0.024, 0.026, 0.11, 0.043, 0.019, 0.015, 0.01, 0.019, 0.024, 0.026, 0.035, 0.054]"
"long-term commitment is to make sure sustainable  living is affordable and accessible to the many, and  together we will make it happen","[0.034, 0.033, 0.029, 0.018, 0.037, 0.019, 0.023, 0.039, 0.031, 0.056, 0.015, 0.03, 0.027, 0.018, 0.037, 0.017, 0.018, 0.157, 0.011, 0.034, 0.014, 0.033, 0.051, 0.038, 0.064, 0.038, 0.019]"
"products in the IKEA range 2,000 new products launched in FY22 4","[0.069, 0.026, 0.066, 0.017, 0.016, 0.024, 0.01, 0.042, 0.09, 0.032, 0.115, 0.019, 0.06, 0.02, 0.013, 0.019, 0.02, 0.029, 0.018, 0.033, 0.024, 0.045, 0.024, 0.055, 0.02, 0.033, 0.006]"
"1 We work with more than 1,600 suppliers for home furnishing, transport, logistics and distribution services, components, and food","[0.051, 0.03, 0.061, 0.026, 0.025, 0.027, 0.013, 0.033, 0.081, 0.034, 0.044, 0.025, 0.043, 0.028, 0.019, 0.02, 0.02, 0.11, 0.016, 0.023, 0.018, 0.024, 0.046, 0.032, 0.045, 0.046, 0.014]"
"2 Excluding sales taxes, including sales of IKEA products, food and services by IKEA franchisees","[0.055, 0.012, 0.06, 0.019, 0.018, 0.017, 0.007, 0.028, 0.14, 0.04, 0.092, 0.03, 0.036, 0.025, 0.016, 0.02, 0.018, 0.067, 0.018, 0.022, 0.025, 0.056, 0.03, 0.032, 0.02, 0.031, 0.006]"
3 We measure produced volumes in cubic metres (m3),"[0.065, 0.023, 0.102, 0.026, 0.027, 0.032, 0.008, 0.029, 0.14, 0.033, 0.097, 0.019, 0.042, 0.019, 0.013, 0.018, 0.022, 0.04, 0.015, 0.023, 0.027, 0.031, 0.024, 0.02, 0.013, 0.023, 0.006]"
"This is a simplified overview of the IKEA franchise system and value chain (read more). In total, there were 12 IKEA franchisees in 62 markets as of 31  August 2022. Inter IKEA Group includes the IKEA franchisor, range, supply and manufacturing. The IKEA sustainability agenda is set and governed  by the Strategic Sustainability Council with the Inter IKEA Group CEO as chair. Read more about our sustainability governance on page 52","[0.094, 0.024, 0.052, 0.032, 0.014, 0.032, 0.009, 0.028, 0.112, 0.02, 0.053, 0.012, 0.044, 0.042, 0.007, 0.023, 0.024, 0.041, 0.02, 0.026, 0.028, 0.021, 0.029, 0.042, 0.047, 0.058, 0.015]"
SOLHETTA LED bulbs series to make it  easier to use in more areas of the home  (page 10),"[0.044, 0.03, 0.035, 0.021, 0.015, 0.014, 0.013, 0.031, 0.074, 0.033, 0.042, 0.028, 0.031, 0.044, 0.017, 0.024, 0.028, 0.062, 0.019, 0.02, 0.019, 0.017, 0.025, 0.062, 0.054, 0.121, 0.027]"
"Following years of testing, we’re creating a  global offer of circular services that will  make it easier for customers to prolong  the lifespan of IKEA products (page 17)","[0.057, 0.025, 0.034, 0.027, 0.013, 0.015, 0.012, 0.029, 0.086, 0.026, 0.042, 0.023, 0.031, 0.04, 0.011, 0.033, 0.029, 0.058, 0.026, 0.02, 0.023, 0.015, 0.021, 0.052, 0.056, 0.117, 0.029]"
"Introduced a new low-price indoor air  purifier UPPÅTVIND, enabling even more  customers to afford a solution that  cleans indoor air (page 11)","[0.018, 0.025, 0.069, 0.019, 0.024, 0.009, 0.017, 0.03, 0.099, 0.028, 0.053, 0.059, 0.061, 0.051, 0.027, 0.028, 0.018, 0.058, 0.011, 0.026, 0.019, 0.035, 0.078, 0.02, 0.026, 0.034, 0.007]"
Prolonging the life of sofas through  repair and refurbishment – testing of the  service continues at IKEA Poland (page 18),"[0.035, 0.025, 0.058, 0.022, 0.024, 0.019, 0.013, 0.029, 0.088, 0.043, 0.04, 0.045, 0.031, 0.027, 0.029, 0.02, 0.024, 0.126, 0.016, 0.017, 0.02, 0.024, 0.042, 0.026, 0.035, 0.049, 0.021]"
Enabling customers to save up to 95% of  water used in taps at home with the new  ÅBÄCKEN water nozzle (page 12),"[0.029, 0.019, 0.082, 0.022, 0.023, 0.019, 0.011, 0.025, 0.11, 0.036, 0.113, 0.039, 0.045, 0.03, 0.023, 0.022, 0.015, 0.055, 0.017, 0.022, 0.022, 0.04, 0.034, 0.025, 0.019, 0.039, 0.007]"
of a best-selling IKEA product – BILLY  bookcase (page 16),"[0.021, 0.04, 0.04, 0.019, 0.044, 0.016, 0.026, 0.03, 0.017, 0.067, 0.022, 0.043, 0.019, 0.03, 0.098, 0.015, 0.022, 0.089, 0.008, 0.041, 0.022, 0.035, 0.03, 0.025, 0.058, 0.052, 0.023]"
Increased the share of sales of plant- based meals in comparison to meat-based  options in IKEA restaurants (page 13),"[0.012, 0.022, 0.024, 0.007, 0.011, 0.009, 0.021, 0.027, 0.025, 0.025, 0.038, 0.034, 0.025, 0.133, 0.037, 0.018, 0.026, 0.026, 0.029, 0.02, 0.021, 0.016, 0.023, 0.053, 0.049, 0.17, 0.026]"
Increasing the use of recycled polyols in  foam to drive industry change and move  toward mattresses with recycled or  renewable foam (page 17),"[0.102, 0.025, 0.056, 0.028, 0.018, 0.029, 0.009, 0.03, 0.125, 0.019, 0.042, 0.018, 0.05, 0.027, 0.013, 0.024, 0.028, 0.055, 0.023, 0.018, 0.024, 0.022, 0.038, 0.039, 0.036, 0.032, 0.015]"
"On average, we achieved the goal of  reducing food waste from preparing meals  for IKEA restaurants by 50% by end of 2022  compared to FY17 baseline (page 17)","[0.042, 0.016, 0.088, 0.02, 0.02, 0.03, 0.008, 0.024, 0.109, 0.036, 0.157, 0.024, 0.038, 0.023, 0.02, 0.014, 0.019, 0.037, 0.017, 0.019, 0.023, 0.042, 0.022, 0.028, 0.014, 0.033, 0.007]"
"Decreased our climate footprint, in  absolute terms compared to our FY16  baseline, by 3.4 million tonnes of CO2 eq, a  reduction of 12%. This corresponds to a 20%  relative reduction in terms of the climate  footprint per produced volume","[0.076, 0.024, 0.035, 0.034, 0.018, 0.023, 0.011, 0.033, 0.086, 0.03, 0.037, 0.016, 0.031, 0.035, 0.01, 0.027, 0.026, 0.064, 0.022, 0.025, 0.026, 0.022, 0.025, 0.053, 0.063, 0.074, 0.027]"
"Established one of the first-ever corporate  outdoor air pollution disclosures across  a value chain, enabling goal-setting as the  next step (page 23)","[0.04, 0.038, 0.062, 0.021, 0.023, 0.022, 0.012, 0.042, 0.073, 0.045, 0.035, 0.028, 0.027, 0.023, 0.022, 0.021, 0.027, 0.113, 0.024, 0.017, 0.017, 0.014, 0.024, 0.038, 0.037, 0.074, 0.032]"
"Significantly increasing the share of  renewable electricity for retail, from 71%  to 76%, and for production, from 52% to  64% compared to FY21 (page 23)","[0.105, 0.012, 0.065, 0.026, 0.016, 0.033, 0.005, 0.031, 0.147, 0.021, 0.133, 0.011, 0.036, 0.024, 0.006, 0.02, 0.027, 0.014, 0.016, 0.024, 0.032, 0.049, 0.02, 0.022, 0.012, 0.014, 0.004]"
"Committing to zero emission heavy-duty  road transports by 2040 through EV100+,  meaning all product transports and home  deliveries will be zero-emission by 2040 at  the latest (page 23)","[0.034, 0.023, 0.019, 0.025, 0.026, 0.018, 0.019, 0.042, 0.035, 0.061, 0.018, 0.033, 0.02, 0.041, 0.015, 0.025, 0.024, 0.121, 0.015, 0.043, 0.024, 0.046, 0.038, 0.053, 0.066, 0.038, 0.029]"
"Advocating for, and assessing our  impact on, biodiversity, guided by SBTN,  participating at COP15, and supporting  #MakeItMandatory (page 30)","[0.057, 0.017, 0.024, 0.03, 0.013, 0.013, 0.01, 0.022, 0.104, 0.026, 0.043, 0.035, 0.025, 0.043, 0.013, 0.04, 0.041, 0.032, 0.03, 0.016, 0.034, 0.015, 0.017, 0.051, 0.054, 0.103, 0.042]"
"Reached 15% share of recycled wood,  moving closer to our goal to have at least  one-third recycled wood in IKEA products  by 2030 (page 28)","[0.025, 0.021, 0.031, 0.014, 0.02, 0.016, 0.015, 0.03, 0.059, 0.057, 0.038, 0.034, 0.021, 0.058, 0.021, 0.022, 0.025, 0.084, 0.013, 0.03, 0.026, 0.023, 0.028, 0.042, 0.057, 0.117, 0.023]"
Introducing a digital map that's increasing  transparency on how and where IKEA  suppliers source wood. The map launched  in January 2023 (page 29),"[0.058, 0.026, 0.027, 0.026, 0.028, 0.02, 0.017, 0.046, 0.05, 0.055, 0.018, 0.023, 0.024, 0.028, 0.014, 0.022, 0.023, 0.133, 0.017, 0.036, 0.023, 0.04, 0.035, 0.052, 0.051, 0.035, 0.022]"
"partnership with WWF on projects in  forestry, cotton, freshwater and climate  (page 29)","[0.068, 0.02, 0.04, 0.023, 0.024, 0.017, 0.012, 0.037, 0.095, 0.041, 0.031, 0.031, 0.032, 0.027, 0.017, 0.026, 0.024, 0.115, 0.016, 0.025, 0.021, 0.039, 0.044, 0.037, 0.04, 0.033, 0.012]"
"Revised the Fair & equal focus area,  strengthening our commitments  to tackle inequality; make respect for  human rights a foundation for business  operations; and contribute to more  resilient societies, including ensuring a just  transition (page 41)","[0.024, 0.015, 0.058, 0.01, 0.015, 0.037, 0.011, 0.028, 0.06, 0.038, 0.204, 0.015, 0.069, 0.014, 0.018, 0.012, 0.016, 0.034, 0.017, 0.034, 0.015, 0.049, 0.021, 0.027, 0.022, 0.052, 0.007]"
Supporting decent work by introducing  new IWAY requirements5 for digital  platform workers in the IKEA value chain  (page 49),"[0.027, 0.054, 0.04, 0.027, 0.034, 0.019, 0.029, 0.039, 0.04, 0.041, 0.02, 0.028, 0.037, 0.028, 0.018, 0.025, 0.025, 0.1, 0.017, 0.028, 0.021, 0.011, 0.032, 0.038, 0.066, 0.072, 0.041]"
Providing emergency aid as well as long- term humanitarian support to people  affected by the war in Ukraine (page 42),"[0.076, 0.016, 0.063, 0.016, 0.014, 0.032, 0.007, 0.036, 0.104, 0.028, 0.157, 0.012, 0.053, 0.017, 0.009, 0.015, 0.017, 0.021, 0.018, 0.03, 0.024, 0.058, 0.02, 0.046, 0.013, 0.023, 0.004]"
"Launched VÅRDANDE, our first global  collection made in partnership with  social business suppliers, creating more  opportunities for vulnerable and  marginalised people and communities  (page 45)","[0.101, 0.016, 0.048, 0.017, 0.013, 0.038, 0.007, 0.038, 0.101, 0.022, 0.158, 0.008, 0.053, 0.015, 0.007, 0.016, 0.018, 0.012, 0.022, 0.029, 0.026, 0.059, 0.017, 0.052, 0.011, 0.017, 0.004]"
Developed an IKEA training for child  safeguarding that will roll out in FY23  (page 43),"[0.07, 0.016, 0.069, 0.019, 0.015, 0.037, 0.007, 0.03, 0.091, 0.025, 0.192, 0.011, 0.045, 0.018, 0.01, 0.015, 0.019, 0.016, 0.02, 0.023, 0.025, 0.048, 0.016, 0.041, 0.011, 0.025, 0.005]"
"1 Based on data from our largest franchisee, Ingka Group","[0.058, 0.043, 0.066, 0.034, 0.019, 0.044, 0.012, 0.03, 0.08, 0.022, 0.034, 0.013, 0.056, 0.035, 0.012, 0.02, 0.021, 0.06, 0.021, 0.029, 0.019, 0.013, 0.038, 0.036, 0.064, 0.053, 0.022]"
"2 IKEA Poland is operated by the largest IKEA franchisee, Ingka Group","[0.029, 0.042, 0.056, 0.025, 0.055, 0.021, 0.023, 0.034, 0.043, 0.055, 0.024, 0.026, 0.03, 0.017, 0.041, 0.015, 0.016, 0.139, 0.011, 0.028, 0.016, 0.023, 0.041, 0.03, 0.051, 0.039, 0.016]"
3 Calculated for all IKEA restaurants which used the food waste digital solution by end of 2022. 91% of all IKEA stores had food waste solutions in place by end of 2022,"[0.044, 0.023, 0.055, 0.027, 0.032, 0.018, 0.013, 0.032, 0.084, 0.048, 0.037, 0.035, 0.028, 0.026, 0.024, 0.022, 0.02, 0.121, 0.015, 0.025, 0.024, 0.031, 0.036, 0.03, 0.041, 0.046, 0.015]"
4 Scope of home deliveries include Inter IKEA Group and IKEA retail business of franchisee Ingka Group,"[0.028, 0.028, 0.022, 0.02, 0.023, 0.015, 0.02, 0.043, 0.044, 0.048, 0.02, 0.041, 0.029, 0.038, 0.016, 0.031, 0.025, 0.109, 0.015, 0.037, 0.022, 0.029, 0.045, 0.048, 0.073, 0.051, 0.034]"
"5  IWAY is the IKEA way of responsibly procuring products, services, materials and components. It sets requirements on environmental, social and working conditions, as well as animal welfare for all IKEA suppliers and service providers (read more)","[0.05, 0.017, 0.062, 0.02, 0.021, 0.02, 0.01, 0.034, 0.098, 0.057, 0.077, 0.031, 0.034, 0.021, 0.02, 0.02, 0.018, 0.082, 0.02, 0.029, 0.023, 0.051, 0.024, 0.039, 0.024, 0.041, 0.008]"
"The purpose of our sustainability  strategy, People & Planet Positive,  is to inspire, activate and lead us  in our decision-making and goal- setting, in order to achieve the big  positive changes we want to see in  the world, and for the entire IKEA  ecosystem","[0.063, 0.027, 0.064, 0.029, 0.017, 0.034, 0.01, 0.024, 0.088, 0.022, 0.052, 0.013, 0.047, 0.052, 0.013, 0.025, 0.022, 0.052, 0.024, 0.027, 0.02, 0.017, 0.033, 0.034, 0.063, 0.066, 0.013]"
"The strategy is structured based on material  topics (see diagram, left). These are  considered the most important sustainability  issues on which the IKEA business can have  an impact. When we developed the strategy,  we looked at what stakeholders expect from  us and where they could see us making the  biggest positive changes. As an outcome,  we clustered the identified material topics  into three major challenges: unsustainable  consumption, climate change, and inequality","[0.019, 0.024, 0.036, 0.017, 0.018, 0.008, 0.017, 0.022, 0.024, 0.033, 0.006, 0.077, 0.028, 0.037, 0.059, 0.031, 0.041, 0.099, 0.01, 0.019, 0.029, 0.012, 0.067, 0.014, 0.13, 0.022, 0.04]"
"In FY22, we carried out a materiality  assessment in connection with the revision  of the Fair & equal focus area of the strategy,  which led to the creation of new and  strengthened commitments (page 41)","[0.026, 0.037, 0.045, 0.029, 0.058, 0.019, 0.024, 0.03, 0.033, 0.06, 0.018, 0.025, 0.027, 0.016, 0.048, 0.014, 0.015, 0.148, 0.01, 0.033, 0.017, 0.028, 0.041, 0.03, 0.061, 0.033, 0.018]"
The IKEA People & Planet Positive strategy  describes the sustainability agenda and  ambition for everyone in the IKEA franchise  system and value chain. Each company  working under the IKEA Brand sets its  own strategic goals to contribute to the  common ambitions and commitments,"[0.022, 0.034, 0.044, 0.02, 0.022, 0.01, 0.017, 0.031, 0.031, 0.035, 0.008, 0.061, 0.029, 0.032, 0.043, 0.03, 0.034, 0.12, 0.015, 0.019, 0.024, 0.01, 0.053, 0.022, 0.1, 0.033, 0.048]"
for 2030 are in line with the UN Sustainable  Development Goals (SDGs),"[0.048, 0.045, 0.053, 0.027, 0.033, 0.026, 0.021, 0.043, 0.047, 0.039, 0.026, 0.02, 0.042, 0.022, 0.022, 0.019, 0.021, 0.111, 0.016, 0.031, 0.019, 0.019, 0.038, 0.037, 0.053, 0.052, 0.022]"
"We don’t have all the answers and can't  achieve our goals alone. We want to have a  positive impact on people, society and the planet. We're working – in line with  stakeholder expectations and regulations – to secure both economic growth and positive  social impact with environmental protection  and regeneration","[0.035, 0.022, 0.018, 0.024, 0.026, 0.018, 0.019, 0.044, 0.039, 0.058, 0.018, 0.033, 0.022, 0.036, 0.014, 0.026, 0.024, 0.12, 0.016, 0.041, 0.023, 0.044, 0.038, 0.054, 0.065, 0.039, 0.032]"
Our sustainability strategy is reviewed annually  to secure alignment with the total IKEA strategic  landscape and external developments,"[0.068, 0.031, 0.043, 0.031, 0.019, 0.017, 0.013, 0.03, 0.087, 0.027, 0.046, 0.024, 0.035, 0.033, 0.015, 0.03, 0.026, 0.067, 0.024, 0.019, 0.022, 0.019, 0.026, 0.051, 0.05, 0.08, 0.021]"
"includes assessing the changing realities  within our three key challenges: unsustainable  consumption, climate change, and inequality","[0.069, 0.022, 0.077, 0.025, 0.019, 0.025, 0.01, 0.032, 0.092, 0.038, 0.084, 0.019, 0.034, 0.026, 0.017, 0.019, 0.022, 0.048, 0.022, 0.027, 0.03, 0.032, 0.017, 0.039, 0.029, 0.064, 0.013]"
