paragraph,label
"UN Global Compacts, RBA, SDGs, and  SASB), sustainable investing indices  (DJSI, CSP, MSCI ESG Index, and TCFD,  etc.) TSMC development goals and  stakeholder communication",[18]
"ensuring that our production capacity was unaﬀected. In addition, we are currently  building a Zero Waste Manufacturing Center to realize a low-carbon business model and  circular economy",[19]
"substance management regulations in TSMC Supplier  Sustainability Standard, and provided training,  auditing and guidance to suppliers to enhance their  hazardous substance management capabilities",[19]
"TSMC has always aimed to avoid entirely or minimize  the use of hazardous substances that may aﬀect  human health or pollute the environment",[19]
"Every three years, TSMC conducts assessments on  product life cycle, water footprint, and carbon footprint",[20]
"TSMC has always aimed to avoid entirely or minimize  the use of hazardous substances that may aﬀect  human health or pollute the environment",[20]
"received AWS certiﬁcation, showing TSMC�s dedication  to optimize the use of water resources and move  towards environmental sustainability",[20]
"reduction from the previous year, indicating that  TSMC�s water conservation measures are eﬀective in  increasing water recycling and reducing wastewater  discharge",[20]
"percentage of natural gases continues to increase  every year as we install more preventive equipment  to reduce air pollutants and GHG emissions",[21]
"on our coastlines to strengthen sand-binding along  shores and mitigate dust pollution to have a greater  green inﬂuence on society",[21]
"Thereby enhancing treatment eﬃciency of exhaust  gases. In the ﬁrst stage of source separation, TSMC  separates pollutants based on their properties",[21]
"customer information protection, and is now ready to  receive and fulﬁll orders for high-security products",[22]
"standardizes information security management and imposes policies and guidelines to maintain competitiveness  and protect the interests of customers and partners",[22]
"Concerned with the development of new process technologies, improving product quality, ESH regulations, ethics and regulatory compliance, and information security; desire to strengthen and deepen partnerships for sustainable supply chain management",[22]
"We ﬁrmly believe that corporate growth and the natural environment can coexist  prosperously, and we implement green practices to ensure this",[23]
"management platform and the TSMC Supplier Sustainability Academy, promoting  EP&L across the supply chain and uncovering opportunities to lower our impact on the  environment",[23]
"We're leading the industry suppliers to achieve both  business growth and environmental sustainability and  create a green semiconductor supply chain",[23]
"products more advanced, capable, intelligent, energy-eﬃcient, and  safer, allowing us to greatly increase quality of life and move towards  a sustainable well-being society",[24]
"TSMC collaborates with equipment suppliers in the continuous development  of green semiconductor manufacturing equipment and the production of  sustainable products under high energy eﬃciency",[24]
"D chip stacking and packaging services, to help  customers unleash diﬀerent types of innovation and  deliver more advanced, capable, energy-eﬃcient,  and aﬀordable electronic products",[24]
"Every three years, TSMC conducts assessments on  product life cycle, water footprint, and carbon footprint",[25]
"chain sustainability and previous years� management  experience, changing to two main strategies -  Improving Sustainability Risk Management and  Promoting Green and Low-carbon Supply Chains",[25]
"With the net zero emissions commitment, TSMC  reviews overall carbon reduction eﬀorts by looking  at the annual GHG inventory results to formulating  the emission reduction strategies accordingly",[25]
