paragraph,label
"In FY22, 91 concerns related to Inter IKEA Group were  reported, an increase of 21% compared to FY21, when  75 concerns were reported. The increase can partly  be attributed to the opening of the Raise a Concern  platform externally. The majority of the concerns  were reported in the supply operations, which have  the most co-workers. Most cases reported concerned  either HR or business ethics related topics (e.g.,  harassment, discrimination, leadership behaviour,  conflict of interest and bribery). 47% of the concerns  raised were found to be (partly) substantiated,  leading to different disciplinary actions and process  improvements",[7]
priority has been to provide support and security  to co-workers and the people in our value chain,[8]
"focus on enabling decent work through, for example,  upskilling and reskilling to meet future demands",[8]
"41 - IKEA SUSTAINABILITY REPORT FY22 Being an equal, diverse and inclusive business economy",[8]
"Our standards for on-farm practices prioritise  good physical health, good mental health and the  expression of natural behaviour",[9]
"Securing a strong approach in relation to climate,  health, political and social justice crises to secure the  safety, livelihoods and resilience of our co-workers and  partners across our value chain",[9]
"The war in Ukraine has, in many ways, overshadowed  the year. Our priority has been to secure the health and  safety of our co-workers and the people in our value  chain. We also took immediate action to support people  in Ukraine, engaging with human rights organisations  to provide humanitarian aid to children and their  families, focusing on emergency aid and longer-term  humanitarian support (page 42)",[9]
"As previously reported, in FY21, we identified  negative impacts on children working in the  lower tiers of the supply chain. We’ve worked  together with The Centre for Child Rights and  Business to understand the situation and, with  a community-level approach, tackle the root  causes of the issues. We’ve also engaged other  relevant stakeholders to address child rights  issues more broadly and make them aware of  our ambitions, as well as learnings and good  practices from our project. The project will  continue to inform our broader supply chain  management",[10]
"During the IWAY audits and verification activities  performed in FY22, no suspected or confirmed  cases of child labour were identified. We are closely  monitoring this at all our suppliers. We are also  continuing to work to prevent and address child  rights risks in deeper supply chains (page 43)",[10]
"Following the submission of the Child Labour  Action Pledge, to support the UN initiative that  marked 2021 as the International Year for the  Elimination of Child Labour, we've initiated a  programme to further strengthen the inclusion  of young workers in the IKEA supply chain",[10]
"In FY22, IKEA launched the first  products from a partnership  with Saitex, a social business in  Vietnam. Saitex actively recruits and  trains youth from disadvantaged  backgrounds and persons with  disabilities. It also adapts the  industrial production set-up to suit  people with different needs and  educates employees about the  variety of needs on-site",[11]
"Together with the NGO Pact, we’ve  investigated how to improve the working  conditions and livelihoods of small-scale  miners. The research shows there are many  opportunities for sustainable development  by improving their source of lighting",[11]
"We're placing an increased focus on providing and  promoting living wages and incomes across the value  chain and have also included a commitment to promote  a human-centric approach to our digital touchpoints  and data-driven processes. The revision process has  included a broad range of stakeholders representing  a variety of civil society organisations, NGOs, youth  activists, and UN agencies working to enhance human  rights and social responsibility. We're now in the  process of setting strategic goals to make our social  commitments more operational",[11]
"In the beginning of March 2022, Inter IKEA Group  and Ingka Group announced the pausing of IKEA  operations in Russia and Belarus. In June, the  decision was taken to stop IKEA operations in those  countries and we've since been scaling down, step  by step",[12]
"Companies, including the IKEA business,  are now facing an increasing number of  regulations and the complexity of future   requirements. We recognise the importance  of having consistent, comparable and  transparent non-financial information and  welcome these regulatory developments",[12]
"Together with the EFIC and EuroCommerce, we  supported enabling measures for sustainable  business growth within the furniture industry  as well as the harmonisation of rules, and  alignment of definitions",[12]
"This report summarises our performance compared to  the IKEA sustainability strategy, People & Planet Positive,  during FY22. It covers the entire IKEA value chain and  franchise system and provides an update on activities  and the ongoing work to measure progress. The IKEA  Sustainability Report is issued by Inter IKEA Group",[13]
"FY22 was a year of challenges affecting  people all over the world as well as  the IKEA business – the still ongoing  COVID-19 pandemic, the devastating  war in Ukraine, high inflation impacting  cost of living, climate change, escalating  nature loss and rising inequalities",[13]
"With a carbon budget of six years left in the world,1  the need to act decisively to limit global warming to  1.5°C is more important than ever. We’re committed  to doing our part, taking a full value chain approach",[13]
"all IKEA air purifiers, UPPÅTVIND is  optimised to filter out approximately  99.5% of smaller airborne particles,  including PM2.5, dust, and pollen",[14]
We also continued the work to make our whole  food range healthier,[14]
"In FY22, we continued the work to re- evaluate the entire IKEA food offer  according to the IKEA Food Nutrition  Profiling System (IFNPS). IFNPS classifies  foods or beverages as healthier if they have  a better nutritional composition compared  to equivalent foods from a similar product  category.2 By evaluating all our foods this  way, we can better work towards, and  measure, making our food healthier",[14]
"IKEA value chain includes sourcing and extracting raw  materials, manufacturing, transporting of products, retail  activities in stores, customer travel to stores, product use  in customers’ homes and product end-of-life",[15]
"During FY22, we also managed to increase the  share of renewable electricity in both IKEA retail  Our focus ahead remains on the longer-term  agenda, such as product transport and materials  – our largest climate footprint. For materials,  we have concrete plans to reduce our impact",[15]
"Now, several years into our efforts to transform into  a circular business, we have a clearer and practical  understanding of the complexities. After some years  of testing in various markets, we formally created  the global IKEA Core Circular Customer Offer which  will make it possible for customers to pass on,  refurbish, care for, maintain and upgrade products  in convenient ways",[15]
"includes, for example, how we use marketing and communication  to shape demand. By advocating for policies and regulations that  support a healthier, more sustainable society, we strive to use our  influence for the benefit of the many",[16]
"As a large provider of food, the IKEA  business also has a responsibility to inspire  and enable healthier and more sustainable  food choices. During the year, we continued  the work of expanding and improving  our plant-based food offer by introducing  new products and strengthening our  communication approach (page 13)",[16]
"During the year, there were more  than 5.1 billion visits to IKEA  retail through our stores and  websites. We know we have a big  opportunity and responsibility  to make a positive difference  through our home furnishing  offer, and by sharing our home  furnishing knowledge",[16]
"1 Forest positive means securing that the wood sourced by our suppliers for IKEA products comes  from more sustainable sources, which we define as FSC-certified or recycled wood. Forest positive  also includes going beyond our own material needs, using our size and strict requirements to  improve the forest industry and make responsible forest management the norm",[17]
"2 We consider a goal to be fully reached when we achieve  more than 98% fulfilment overall. Due to disruptions or new  suppliers/business partners, we can’t guarantee a 100%  fulfilment at every given point in time",[17]
"Around 80% of our MSS virgin cotton came from  smallholder farmers and around 20% from large  land-holding farmers. With a focus on reducing the  environmental and social impacts of our cotton  MSS supply chains, we continue to emphasise  physical segregation and end-to-end traceability,  diversification, risk mitigation and promoting  circular cotton supply chains. Read more",[17]
"Despite the complex situation, total IKEA sales  reached EUR 44.6 billion in FY22, up 6.5% compared  to FY21. The pandemic limited growth in FY21, and  IKEA retail sales benefited as the world re-opened",[18]
"Our sustainability strategy is reviewed annually  to secure alignment with the total IKEA strategic  landscape and external developments",[18]
We've started to prepare for the  reporting requirements of the Corporate  Sustainability Reporting Directive (CSRD)  and will continue the work in FY23,[18]
Increasing the use of recycled polyols in  foam to drive industry change and move  toward mattresses with recycled or  renewable foam (page 17),[19]
"On average, we achieved the goal of  reducing food waste from preparing meals  for IKEA restaurants by 50% by end of 2022  compared to FY17 baseline (page 17)",[19]
"Reached 15% share of recycled wood,  moving closer to our goal to have at least  one-third recycled wood in IKEA products  by 2030 (page 28)",[19]
Enabling customers to save up to 95% of  water used in taps at home with the new  ÅBÄCKEN water nozzle (page 12),[20]
"We will develop and promote products, services and home furnishing  solutions that inspire and enable people to reduce their impact on  the environment and/or improve their health. We will raise awareness  and share knowledge on how to live a healthier, more sustainable life  at home. Our focus is on energy, air, water, waste, and food",[20]
"Our work to inspire and enable healthy  and sustainable living is focused on five  areas where the IKEA offer has a direct  impact on people’s health and ability to  reduce their environmental footprint at  home: energy, air, water, food, and waste",[20]
"Introduced a new low-price indoor air  purifier UPPÅTVIND, enabling even more  customers to afford a solution that  cleans indoor air (page 11)",[21]
"Established one of the first-ever corporate  outdoor air pollution disclosures across  a value chain, enabling goal-setting as the  next step (page 23)",[21]
"We will develop and promote products, services and home furnishing  solutions that inspire and enable people to reduce their impact on  the environment and/or improve their health. We will raise awareness  and share knowledge on how to live a healthier, more sustainable life  at home. Our focus is on energy, air, water, waste, and food",[21]
"A simplified model of removing and storing carbon through the establishment of fast growing tree plantations plus  restoration of natural forests on degraded land, including the effect of prolonging the carbon storage effect through  wood based products and recycling. Trees from responsibly managed forest plantations absorb substantial amounts of carbon  dioxide (CO2) from the atmosphere. When trees are made into wood-based products, they act as temporary carbon storage",[23]
All chemicals used in or for making IKEA products should be safe for  people and the planet,[23]
"Approximately 16,000 saplings in 10  hectares have been planted in the past two  years with community support",[23]
"23 - IKEA SUSTAINABILITY REPORT FY22 Towards the phase-out of coal- and  fossil oil-based fuels in production  An additional 12 suppliers have phased  out the use of coal on-site. Overall, a  reduction of one percentage point was  achieved. Since FY16, we have reduced  the use of coal- and fossil oil-based fuels  in production from 12% to 5%, with the  aim to reach zero by FY25",[24]
"Comparing the performance of the IKEA climate  footprint versus the business growth is difficult  in FY22 due to high inflation and supply chain  disruptions. It’s therefore important that we  analyse the underlying performance. The decrease  in the climate footprint in FY22 can be attributed  to multiple factors, including a higher share of  renewable energy across the value chain and  improved energy efficiency of product use at home",[24]
"One of the main contributors to the decreased  climate footprint is our more energy-efficient range,  such as the new and more affordable SOLHETTA  LED range. We also saw a continued increase in the  share of sales for our plant-based food options, such  as the plant ball and the veggie hotdog",[24]
"By FY30, IKEA is committed to  becoming climate positive by  reducing more greenhouse  gas (GHG) emissions than the  IKEA value chain emits, while  growing the IKEA business",[25]
"In FY22, the IKEA climate footprint is estimated to  be 25.8 million tonnes CO2 eq, a decrease of 5%  compared to FY21 and 12% compared to baseline  year FY16. When looking at how the relative  climate footprint in terms of volume produced has  developed compared to FY21, it has decreased by  4% tonnes CO2 eq per produced volume (m3) of IKEA  products. Compared to baseline FY16, the relative  reduction has been 20%",[25]
Millions of tonnes CO2 eq avoided through SOLSTRÅLE Home Solar 1 Available in Ingka Group markets,[2]
"● Latest regulatory updates relevant to job functions, i.e., zero tolerance of  corruptions, recusal to avoid conﬂict of interest, etc",[0]
"eﬀort translates into business success and ensures the  freedom of TSMC�s operations around the world, and  increases customer trust and strengthen partnership",[0]
"· There were four violations of business ethics and  all employees have been punished or dismissed  in compliance with Company regulations",[0]
"to TSMC according to GRI Standards,  identifying and disclosing internal  information, data, and management  directives",[1]
"With the trade secret registration system, TSMC  keeps a record of the Company�s versatile  technology inventions and innovations, a  treasured component for patent mining",[1]
"employee trade secret registration and  protection queries, thereby enhancing  employee trade secret competency",[1]
"Note: Junyi Academy Foundation oﬀers free online learning materials for elementary school, junior high school, and high school students",[2]
"remote learning material packages for   annual subscriptions to the online learning  platform ""Class One,"" oﬀering teachers access to  online training during the pandemic",[2]
"D chip stacking and packaging services, to help  customers unleash diﬀerent types of innovation and  deliver more advanced, capable, energy-eﬃcient,  and aﬀordable electronic products",[2]
"cross-organizational resources and strengths, formulated long-term goals, and  reviewed the implementation of these goals",[3]
"to collect and respond to stakeholder feedback and suggestions through diverse communication channels and  facilitate ESG strategies and commitments through the ESG Committee",[3]
"it does. Set long-term  goals for sustainability  issues, strive for change,  review progress regularly,  and continue to commit to  doing better",[3]
"results, TSMC employees agree that the Company is  highly competitive, can quickly respond to market  dynamic, and is able to provide  innovative products  and services to create value for customers",[4]
"standardizes information security management and imposes policies and guidelines to maintain competitiveness  and protect the interests of customers and partners",[4]
"The Company's competitive advantage and growth momentum will suffer if talents fail to progress with evolving landscapes",[4]
"safety and maintaining normal operations, we have also extended our expertise and  resources to support global pandemic prevention eﬀorts",[5]
"suppliers to designate a dedicated single- point liaison for plant ﬁre protection management and  participate in professional capability grading and training",[5]
"like Omicron and improving the ability of governments  and international organizations to predict the virus�  evolution and control the pandemic eﬀectively",[5]
"TSMC's attitude of working collaboratively with  customers to develop creative solutions to challenging  problems is remarkable and stems fundamentally  from their "excellence in customer service" DNA",[6]
"eﬀort translates into business success and ensures the  freedom of TSMC�s operations around the world, and  increases customer trust and strengthen partnership",[6]
"the AI algorithm also ensures that the capacity of the  Intelligent Automated Material Handling System (AMHS)  can meet customer�s expectations and delivery dates",[6]
"board of directors supervises progress towards sustainable development and the Chairperson of the ESG Committee  reports to the board of directors each quarter about ESG achievements and future plans",[7]
"· There were four violations of business ethics and  all employees have been punished or dismissed  in compliance with Company regulations",[7]
"% of the Board, and there is no marital or is within  the second degree of kinship relationship between or  among the Directors. As such, the Board of Directors  carries independence",[7]
"The association aspires to connect female  colleagues and enable them to realize their full  potential in the pursuit of personal growth and  achievements",[8]
"are also the driving force of industrial upgrading  and social development. We strive to foster a  diverse and inclusive work environment that  integrates people from different backgrounds",[8]
"By strengthening collaboration through mutual  understanding, acceptance and respect, we  will create a better and brighter future for TSMC  together",[8]
"safety and maintaining normal operations, we have also extended our expertise and  resources to support global pandemic prevention eﬀorts",[9]
"epidemic prevention program to protect colleagues, suppliers and contractors working  in TSMC fabs and ensure normal operations at our global wafer fabs",[9]
"TSMC oﬀers resources and technologies to all ﬁre protection  dedicated personnel, who will receive a capability grading,  training, and training result evaluation",[9]
"TSMC actively develops positive relationships with  all stakeholders including employees, shareholders/ investors, customers, suppliers/contractors, and  society to create value through common good",[10]
"UN SDGs, TSMC hosted the TSMC Youth Dream Building   teams of students participated in the competition",[10]
"TSMC hopes to drive economic growth, reduce consumption of environmental resources, and further enhance social welfare to realize cross-domain  ESG inﬂuence",[10]
"future, I can achieve further personal growth and ﬁgure  out how to apply academic skills to the work upon  joining the workforce",[11]
"ﬁve major categories of the TSMC Supplier Code of  Conduct are covered. The assessment results show  that, for the Labor category, suppliers often lack  management rules for the work environment",[11]
"Less than 10% new hire (< 1 year) turnover rate Maintain less than 15% new hire (< 1 year) turnover rate New hire turnover rate (<1 year): 17",[11]
"to TSMC according to GRI Standards,  identifying and disclosing internal  information, data, and management  directives",[12]
"● Latest regulatory updates relevant to job functions, i.e., zero tolerance of  corruptions, recusal to avoid conﬂict of interest, etc",[12]
"of the Taiwan Intellectual Property Management  System (TIPS) becoming the ﬁrst and only company  honored with the highest-level of certiﬁcation",[12]
"TSMC is committed to mitigating the impact of  climate change and resource depletion; the Company  conducts an annual Supplier Environmental Proﬁt  and Loss (EP&L) assessment to quantify the impact",[13]
"● The Board will regularly review risks and opportunities related to climate change  ‒ ESG Steering Committee: TSMC's top organization in climate change management",[13]
"In addition to purchasing renewable energy, TSMC  has also installed solar panels in TSMC facilities  to produce carbon-free renewable energy for our  own fabs",[13]
"products more advanced, capable, intelligent, energy-eﬃcient, and  safer, allowing us to greatly increase quality of life and move towards  a sustainable well-being society",[14]
"TSMC will continue to use innovative  technologies and advanced processes to oﬀer  high-quality and sustainable products that  can satisfy customer demands and beneﬁt all  people",[14]
"the AI algorithm also ensures that the capacity of the  Intelligent Automated Material Handling System (AMHS)  can meet customer�s expectations and delivery dates",[14]
"ensuring that our production capacity was unaﬀected. In addition, we are currently  building a Zero Waste Manufacturing Center to realize a low-carbon business model and  circular economy",[15]
"TSMC collaborates with equipment suppliers in the continuous development  of green semiconductor manufacturing equipment and the production of  sustainable products under high energy eﬃciency",[15]
"TSMC also oﬀers its production capacity to top  university students and teachers worldwide for them to  turn their IC designs into actual chips",[15]
"epidemic prevention program to protect colleagues, suppliers and contractors working  in TSMC fabs and ensure normal operations at our global wafer fabs",[17]
"management platform and the TSMC Supplier Sustainability Academy, promoting  EP&L across the supply chain and uncovering opportunities to lower our impact on the  environment",[17]
"TSMC collaborates with equipment suppliers in the continuous development  of green semiconductor manufacturing equipment and the production of  sustainable products under high energy eﬃciency",[17]
"same time, we set challenging ESG goals,  and go out of our way to actively respond to  stakeholder needs and expectations",[18]
"stakeholder concerns and sustainable management requirements for TSMC to identify material ESG issues",[18]
"UN Global Compacts, RBA, SDGs, and  SASB), sustainable investing indices  (DJSI, CSP, MSCI ESG Index, and TCFD,  etc.) TSMC development goals and  stakeholder communication",[18]
"ensuring that our production capacity was unaﬀected. In addition, we are currently  building a Zero Waste Manufacturing Center to realize a low-carbon business model and  circular economy",[19]
"substance management regulations in TSMC Supplier  Sustainability Standard, and provided training,  auditing and guidance to suppliers to enhance their  hazardous substance management capabilities",[19]
"TSMC has always aimed to avoid entirely or minimize  the use of hazardous substances that may aﬀect  human health or pollute the environment",[19]
"Every three years, TSMC conducts assessments on  product life cycle, water footprint, and carbon footprint",[20]
"TSMC has always aimed to avoid entirely or minimize  the use of hazardous substances that may aﬀect  human health or pollute the environment",[20]
"received AWS certiﬁcation, showing TSMC�s dedication  to optimize the use of water resources and move  towards environmental sustainability",[20]
"reduction from the previous year, indicating that  TSMC�s water conservation measures are eﬀective in  increasing water recycling and reducing wastewater  discharge",[20]
"percentage of natural gases continues to increase  every year as we install more preventive equipment  to reduce air pollutants and GHG emissions",[21]
"on our coastlines to strengthen sand-binding along  shores and mitigate dust pollution to have a greater  green inﬂuence on society",[21]
"Thereby enhancing treatment eﬃciency of exhaust  gases. In the ﬁrst stage of source separation, TSMC  separates pollutants based on their properties",[21]
"customer information protection, and is now ready to  receive and fulﬁll orders for high-security products",[22]
"standardizes information security management and imposes policies and guidelines to maintain competitiveness  and protect the interests of customers and partners",[22]
"Concerned with the development of new process technologies, improving product quality, ESH regulations, ethics and regulatory compliance, and information security; desire to strengthen and deepen partnerships for sustainable supply chain management",[22]
"We ﬁrmly believe that corporate growth and the natural environment can coexist  prosperously, and we implement green practices to ensure this",[23]
"management platform and the TSMC Supplier Sustainability Academy, promoting  EP&L across the supply chain and uncovering opportunities to lower our impact on the  environment",[23]
"We're leading the industry suppliers to achieve both  business growth and environmental sustainability and  create a green semiconductor supply chain",[23]
"products more advanced, capable, intelligent, energy-eﬃcient, and  safer, allowing us to greatly increase quality of life and move towards  a sustainable well-being society",[24]
"TSMC collaborates with equipment suppliers in the continuous development  of green semiconductor manufacturing equipment and the production of  sustainable products under high energy eﬃciency",[24]
"D chip stacking and packaging services, to help  customers unleash diﬀerent types of innovation and  deliver more advanced, capable, energy-eﬃcient,  and aﬀordable electronic products",[24]
"Every three years, TSMC conducts assessments on  product life cycle, water footprint, and carbon footprint",[25]
"chain sustainability and previous years� management  experience, changing to two main strategies -  Improving Sustainability Risk Management and  Promoting Green and Low-carbon Supply Chains",[25]
"With the net zero emissions commitment, TSMC  reviews overall carbon reduction eﬀorts by looking  at the annual GHG inventory results to formulating  the emission reduction strategies accordingly",[25]
