paragraph,label
"In addition to upholding our own rigorous quality and  safety requirements, we are fully committed to ensuring  that all our products meet or surpass all regulations  established by the U.S. Consumer Product Safety  Commission (CPSC). We take immense pride in the fact  that we have not been involved in any product recalls  in conjunction with CPSC. This stands as a testament to  our resolute commitment to delivering products that  not only protect the well-being of our customers but  also ensure their furniture can be passed down from  generation to generation",15
"2022 ESG ReportSupply Chain Management Our supply chain is a vital and substantial part of our  business – over 60% of our products are manufactured  responsible business conduct, we strive to create a  supply chain that promotes social responsibility and  environmental stewardship",8
"by third-party suppliers. Ensuring that the ESG initiatives  All factories of our Tier 1 finished goods suppliers have  of these valued partners align with our own is key to our  been audited against our new program, and we are  mutual long-term interests",8
"This year, we launched an enhanced environmental and  social audit program for our suppliers that raises the bar  for our already stringent standards. The comprehensive  program includes supplier environmental management  system certifications and an additional 75 audit points  based on SA8000 and Sedex Members Ethical Trade Audit  now working to close any corrective actions for those  factories audited within the past six months. The ongoing  performance of factories will be monitored with both  internal and supplier audits, and the frequency of audits  will be adjusted from 30 days to two years based on  the severity of any infractions discovered. As we have  demonstrated in the past, we will not hesitate to reassess  relationships with suppliers that do not meet our  standards or do not share our commitment to making   (SMETA). The SA8000 Standard is based on internationally  a positive difference",15
"recognized standards of decent work, including the Universal  Declaration of Human Rights, ILO conventions, and national  laws. SMETA is widely used globally to assess standards of  labor, health and safety, environment, and business ethics",15
"With the implementation of this enhanced program,  we aim to ensure that our suppliers not only meet our  stringent requirements but also align with internationally  respected benchmarks for ethical and sustainable  practices. By prioritizing the well-being of workers,  New suppliers will need to meet the stringent  requirements of our program before they join us",15
"country leaders conduct thorough evaluations, including  comprehensive in-person meetings and detailed factory  walk-through audits, to assess the level of environmental  and social responsibility. To expedite new supplier  recruitment, we actively seek suppliers who have already  undergone successful audits conducted by reputable  auditors, enhancing our confidence in their adherence to  fostering a safe working environment, and upholding  industry best practices and standards",8
We expect the highest of standards from our suppliers  and understand our responsibility to provide the necessary  support to meet and exceed those expectations,15
In 2022 we introduced a new training program to enhance  our finished goods suppliers’ understanding of our ESG  initiatives and our audit and corrective action processes,17
"This new training serves as a valuable resource to our  suppliers and educates them on our FSC documentation  requirements, the importance of collecting renewable  consumption data, and guidelines on sharing  details about their environmental policy and waste  management systems",21
"All our existing suppliers have completed the training,  demonstrating their commitment to continuous  improvement. Moving forward, completion of this  training will be a prerequisite for any new suppliers to  ensure they are well informed and prepared to meet  our rigorous standards from the outset. Moreover, we  understand that corrective actions may be necessary  following audits. To address these areas for improvement,  we provide additional training to our suppliers on the  specific items outlined in the corrective action plans,  enabling them to take prompt and effective steps  towards rectification if necessary",10
"We firmly believe the future of our planet depends on a  collective commitment to the efficient and sustainable use  of the Earth’s precious resources. At Flexsteel, we refuse to  be bystanders, and instead, we seek to actively engage to  shape a better tomorrow. Recognizing our responsibility,  we understand the imperative of reducing water  consumption and transitioning towards renewable energy  sources, not only because it aligns with our values, but also  because it is crucial for the well-being of our planet and  the long-term success of our business",24
"To guide us on this journey, this year we formalized our  Environmental Policy which directs our efforts towards key  These metrics provide us a valuable baseline of energy  and water consumption at our sites. Equipped with  this information, we have the insight we need to  target increased efficiency and optimized usage",8
"•  Awareness and Culture: Promoting environmental  Water intensity: 100.6 M3 per million $ of sales awareness internally and throughout our supply chain,  fostering a culture where sustainability is embraced by  all levels of the organization",8
"Stakeholder Engagement: Actively involving our  stakeholders in continuous improvement initiatives,  recognizing the importance of collaboration and  shared responsibility",12
•  Performance Monitoring and Reporting: Regularly  monitoring our environmental performance and  providing transparent reporting on pertinent issues,25
"•  Resource Efficiency: Enhancing our utilization  of natural resources and energy through efficient  practices, aiming to minimize waste and maximize  sustainability",15
"Through the implementation of this policy, we aim  to create a positive impact by not only meeting our  environmental responsibilities but also inspiring others to  join us in this vital mission. By working collectively, we can  forge a path towards a greener, more sustainable future",15
"for Business, Energy & Industrial Strategy (BEIS), and other  Our planet faces many challenges due to climate change,  public resources",14
"and at Flexsteel, we are dedicated to taking focused actions  We collected activity data from all entities within our  to ensure we pass on a healthy world to future generations",10
"organizational boundary on an annual basis. The data  When it comes to our products, we embrace a philosophy  of “changing the game,” which aligns with our approach  to climate change. As we innovate and improve our  product offerings, we continually seek ways to reduce their  carbon footprint. This involves optimizing design, utilizing  sustainable materials, and implementing more efficient  packaging practices",15
"Furthermore, we are focused on measuring and reducing  our operational carbon footprint across our entire value  chain. We have worked with Minimum, the Enterprise  Carbon Management Platform, to independently calculate  were summarized, reviewed, and assessed by Minimum  for its completeness and accuracy. The activity data were  multiplied by appropriate emission factors to calculate our  Scope 1 and 2 emissions. Where estimations have been  made, this is highlighted in the individual data tables",15
than 1% of emissions are from estimated data,17
"By the end of 2023, we intend to assess our Scope 3  footprint, starting with most material categories and  intend to publish an updated GHG inventory. This will help  us understand our GHG emissions hot spots, opportunities  for reductions, and levers for change",14
"our greenhouse gas (GHG) emissions for all assets under  By taking these steps, we aim to fulfill our responsibility  our operational control for the calendar year 2022",8
"towards environmental stewardship and contribute to a  work was done in accordance with the principles of the  more sustainable future. We believe that small changes  Greenhouse Gas Protocol, and our GHG emissions were  can lead to significant positive outcomes, and we are  assessed following the ISO-14064:2018 standard and used  committed to playing our part in creating a healthier and  the 2022 emission conversion factors published by the  more sustainable world",11
"Minimizing our transport emissions yields significant  benefits for individuals, the environment, and our business",15
"As we strive to reduce our negative environmental  footprint and enhance air quality, we actively contribute  to the well-being of our ecosystem. At the same time, we  capitalize on the opportunity to improve cost efficiency  and strengthen our overall resilience",15
"Another crucial aspect to reduce transport emissions is the  optimization of product and packaging design. We strive  to decrease weight and size while introducing sustainable  materials, all while maintaining the high quality and  necessary protection during transit. This approach allows  us to achieve greater efficiency without compromising the  product integrity that our customers have come to expect  from our brands",17
"To achieve these goals, we are actively repositioning our  manufacturing sources to be in or near the U.S. to minimize  the distances our products travel, particularly via ocean  freight — a move that will reduce our exposure to the  supply chain delays and disruptions seen in recent years",25
"When sourcing our materials, we prioritize options that  travel the shortest possible distance to manufacturing  sites, ensuring the lowest possible carbon emissions while  still meeting our strict quality requirements",12
"Through these comprehensive efforts, we embrace the  responsibility to mitigate our transport emissions",8
"selecting sustainable manufacturing locations, prioritizing  eco-friendly transportation modes, and optimizing  product design, we pave the way for a greener future while  upholding the quality and reliability our customers expect",14
"2022 ESG ReportTo highlight our commitment to DEI and provide vital  transparency, we report our diversity metrics in our annual  proxy statement filed with the Securities and Exchange  Commission (SEC)",25
"In late 2022, we initiated our first mandatory DEI and  unconscious bias training to increase awareness and reduce  the impacts our ways of thinking can have when they go  unnoticed. The training was successfully completed by  100% of U.S. professional employees and will be refreshed  annually, and expanded globally, to maintain this important  organizational focus",7
"At Flexsteel, our people are our greatest strength, and we  equal employment opportunity plans to nurture our core  cherish the hard work, dedication, and innovative thinking  values for today’s employees and our future generations",0
"they bring to Flexsteel day after day. Our growing team of  are committed to enhancing the racial and ethnic diversity  over 1,550 employees has made us who we are today and will  of our Board, and refreshment considerations are covered in  be central to our success as we advance our ESG strategy",17
the Healthy Culture section of this report,19
"More widely, we believe that the stronger our communities  are, the stronger we are as a business. We partner with  outreach and development organizations to share our  knowledge, improve growth opportunities for others, and  collectively build a brighter future for everyone",24
"At Flexsteel, we prioritize creating an environment where  every member feels a sense of belonging",17
"everyone to feel proud to be part of our team, knowing  that that their voices will be heard and will be valued,  and their aspirations will be nurtured. We recognize  that fostering a fair and inclusive working environment  enriched by diverse talent makes us stronger as a business",23
"Ultimately, the products we make are elevated by the  breadth of knowledge, experience, and views poured  into them, translating to more satisfied customers and  enhanced returns for our shareholders",10
"Our commitment to DEI starts with our recruitment  processes. As an Affirmative Action and Equal Opportunity  Employer, we consider all qualified applicants without  regard to race, color, religion, sex, sexual orientation, gender  identity, age, national origin, protected veteran status, or  disability status. And to reflect its importance to us and our  business, DEI is overseen by the Nomination and Governance  Committee of our Board",15
"To attract strong, qualified candidates, we advertise  aspirations. The outcomes of these reviews are diligently  recorded in our human capital management system,  ensuring comprehensive tracking and progress monitoring",17
"vacant roles through various channels. These include our  There are formal and informal training programs in place  website’s Career Center section, our intranet, local press,  to support development, including rotational programs  professional networks like LinkedIn, and recruitment  for our sales and engineering teams and a dedicated  platforms such as Indeed. By leveraging these platforms,  leadership program for our managers. We have partnered  we aim to reach a wider range of talented individuals",10
"with Northeast Iowa Community College to develop a  When recruiting new team members, in addition to skills  and experience, we strive to find people who share our values  and will enhance our culture by prioritizing diversity",8
"To achieve diversity, we work with a third-party specialist  every year to draw up an Equity Action Plan. We aim to  build candidate pools that reflect the demographics of the  local population as set out in that plan, taking action to  address imbalances, if necessary",0
We train first-time managers in good interview practice  to help them get the best out of candidates and maintain  our robust commitment to eliminating bias,2
"Every person who becomes part of our team is truly  multiple-day training curriculum tailored to our leaders’  needs. For employees who wish to return to college and  pursue further education, we have a policy to reimburse  up to two-thirds of their tuition fees",10
We strive to find people  who share our values  and will enhance our  culture by prioritizing  diversity,7
valued – we know that their hard work and commitment  We have fully embraced hybrid and remote working  to upholding our values makes Flexsteel the company it is  arrangements where it is feasible. This has provided  today. We place a strong emphasis on employee well-being  our teams flexibility and has enabled us to advance  and recognize the importance of competitive compensation  our diversity initiatives by expanding our talent pool,8
"manufacturing company, many of our roles must be  on-site. To ensure employees in manufacturing and  logistics roles can enjoy the benefits of flexibility too, we  have crafted thoughtful time off and attendance policies  at each site to ensure employees at non-hybrid locations  have the flexibility needed to feel balanced",8
"As well as developing our current employees, we must  also look to the future. Giving opportunities to the  next generation of the workforce and supporting the  development of a pipeline of exciting new talent is vital  Retirement saving benefits that include an employer  for our business and important for our communities",9
"In addition, fostering employee development is a cornerstone  of our organization. Through annual performance reviews  and quarterly update discussions, we support employees  in their professional growth, enabling open and honest  dialogue about their performance and long-term career  are building relationships with local universities to build  upon our existing annual internship program, which has a  cohort of four this year",14
"2022 ESG ReportEmployee Engagement and Well-being At the heart of our company culture and long-term  interests is a genuine commitment to the well-being of  our employees. We strive to provide them with support,  For example, our employees recently came together to  prepare a park near our Dubuque headquarters for the  summer season, creating a pleasant and welcoming  environment for the community",12
"connection, and opportunities to achieve their personal  As we look forward, we aim to build flagship initiatives  and professional goals while also benefiting from their  that highlight to employees our commitment to making  unique talents",10
We conduct an annual employee engagement survey and  use the feedback to continuously strengthen our culture,17
"In 2022, there was a 94% participation rate and our  engagement score was 72%. While we are encouraged  with these scores, we believe there is always room for  improvement. Therefore, each site has an annual action  a positive difference in the world. We strive to inspire our  employees and demonstrate our shared values through  impactful actions and ongoing engagement",10
"plan for continued progress based on these results, and  We are proud to support Arbor Day Foundation’s  we track these metrics to make sure we are delivering  plant-a-tree program, with focus on the Long  on our goals. Based on our 2022 survey, we have set and  Leaf Pine Restoration project. The projects  communicated the priorities of communication processes  span the Southeastern states from Virginia to  and systems as well as training and development",15
"Texas, including North Carolina, where our main  In addition to formal surveys, we actively involve  showroom is located",8
"employees through our engagement committees, which  Not only does this program exemplify our  focus on fostering a more inclusive work environment and  dedication to environmental causes, but it also  nurturing our team culture. In our wider community, we  serves as a powerful way to engage our customers,  are proud to see how enthusiastically our people embrace  suppliers, and employees in our mission",8
volunteer and charitable activities and support our  staunch commitment to the places we live and work,8
"Our annual ‘Pack the President’s Office Challenge’  We plan to officially launch the program at our  annual Market event held in our showroom in  October, and our goal is to plant 13,000 trees in  encourages employees to bring food donations to support  fiscal 2024",14
"local non-profits, primarily food pantries. In December  2022, our employees collectively donated 6,300 meals to  St. Stephen’s/River Bend Food Bank in Dubuque, Iowa,  through the initiative",18
"To encourage our employees to give back, this past year  we created our Community Engagement Program,  which elevates our commitment to our communities and  supports our employees in giving back to the causes they  care about. All full-time employees are encouraged to  take up to 24 hours of paid time off each fiscal year, during  their regularly scheduled working hours, to participate  in their chosen volunteer program. As well as individual  volunteering activities, we support group activities, which  have the additional benefit of fostering team cohesion",18
"2022 ESG ReportEmployee Health and Safety At Flexsteel, the well-being and safety of our employees are  of utmost importance to us. We recognize our responsibility  to provide a secure and supportive work environment, and  we are fully committed to fulfilling this responsibility",3
"Looking ahead, our goal is to implement a worldwide  program that adheres to the highest global standards  while meeting the needs of every location. By doing so, we  aim to ensure a consistent and robust approach to health  and safety across our organization",15
"Our Health and Safety Statement sets clear expectations  for maintaining a safe and respectful workplace, free from  any form of harassment, discrimination, and violence",9
"Each of our sites has its own dedicated safety program,  ensuring that safety measures are tailored to specific  location requirements. We have established processes for  safety notices, incident reporting, and multiple layers of  management oversight to address any safety concerns  promptly. Employees can also report concerns to our  Compliance Line",8
"To promote a culture of safety, we offer formal and  informal safety training programs for employees",13
"alone, we conducted 20 training sessions, covering various  safety topics, on a monthly basis",6
"For 130 years, we have adopted policies and practices  that prioritize ethics, trust, transparency, and, above all,  We closely monitor our Total Recordable Incident Rates  accountability. This approach and these values permeate  (TRIR) and Lost Time Incident Rates (LTIR) at each site,  every aspect of our organization and are exemplified  and consider them crucial metrics to drive continuous  through the hard work of our dedicated employees",10
safety improvement each year. These metrics also serve  are still proud to say this immense sense of accountability  as key performance indicators for our managers during  is as strong today as it was on day one,2
"We have a strong commitment to conducting business  ethically, which is reflected in our Guidelines for Business  Conduct that require all directors and employees to  conduct themselves honestly and with integrity",15
"Our Board of Directors is currently comprised of eight  procedures for promoting compliance with, and  reporting violations of, the code of ethics",10
directors – five are male and three are female,21
"them, seven directors are classed as independent, while  one is an executive director. Their diverse backgrounds,  The Guidelines are reviewed by our President and  experiences, and perspectives contribute to the strength  CEO, CFO, VP of Human Resources, and In-House  of our company, and we are committed to maintaining  Legal Counsel annually. Because these Guidelines are  and expanding this diversity at the highest level",14
"so central to our culture, every employee must review  them annually and commit to complying with them",10
"provide annual compliance training, with a participation  rate of 100% of our U.S. professional workforce in 2022",8
"or comfortable for them, we offer an anonymous  Compliance Line, which is available to employees and  suppliers 24/7. Local numbers for the Compliance  Line are available on our website. The Compliance Line  reports calls to key representatives within Flexsteel,  including the CFO, VP of Human Resources, Corporate  Controller, and the Board’s Audit & Ethics Committee  Chair, ensuring timely response and appropriate action is  taken. We guarantee that there will be no discrimination  or retaliation against an individual who files a good-faith  complaint or participates in the investigation of the  complaint. Our commitment to maintaining a culture   of accountability and ethical conduct is unwavering",25
The Nominating and Governance Committee of  our Board of Directors is responsible for making  recommendations to the Board concerning nominees  for election as directors and nominees for Board  vacancies. The Committee assesses candidates’  experience and how they would contribute to the  overall synergy and collaborative process of the Board,14
"There are specific minimum eligibility requirements  covering high ethical standards, uncompromising  integrity, and a commitment to acting in the  best interests of the shareholders. There are also  requirements relating to age and to ensuring that a  majority of the Board remains independent",8
"Diversity is and will continue to be a critical  consideration in the evaluation of candidates for Board  membership. We are committed to broadening the  voices at the very top, in particular to increasing our  ethnic diversity. We use structured recruitment and  selection methods to identify qualified candidates who  are gender, racially, and ethnically diverse for Board  director roles, and we examine diversity with the full  Board periodically",15
"We have always cared about our people, our communities,  impact. We look forward to continuing our mission and  and our planet. Our formal sustainability journey may only  reporting on our future progress at the end of our next  be at its earliest stages, but we know we have the team, the  fiscal year, knowing that we are on a transformative path  ambition, and the desire to make a long-lasting positive  towards a brighter and more sustainable future",17
"lab to set clear standards around  restricted substances and emissions  found in our products. Our team in  Asia works directly with our suppliers  to ensure that all new components  and finished goods are compliant  with these standards. Product testing  is conducted in an approved third- party lab. In 2023, we are rolling out  the same program to test legacy  products and perform regulatory  retesting for all product every three  years. As a member in the American  Home Furnishings Alliance, we are well  informed of changes in standards and  regulations and make updates to our  test protocols as needed",24
by our restricted substance list,17
We also annually collect TSCA Title  VI/CANFER compliance records for  all manufactured wood used in our  product which certifies compliance with  formaldehyde emissions regulations,19
product lifecycle impacts and meet  components where we can,8
makes it easier to repair and service  products when they are in use,15
"to over 1,000 components—it helps  our consumers choose circularity  over waste. We have launched new  products that use FSC-certified wood,  100% eco-friendly packaging, and  recycled fabric content. We will be  bringing more products like this to  market in 2023 and beyond",17
"245,448 of individual pieces of furniture  (sofa, love seat, chair, etc.) produced in N",0
"868,000 sqft (includes four N. American  000",15
"Statements, including those in this report, which are not  historical or current facts, are “forward-looking statements”  made pursuant to the safe harbor provisions of the  Private Securities Litigation Reform Act of 1995. There are  certain important factors that could cause our results to  differ materially from those anticipated by some of the  statements made herein. Investors are cautioned that all  forward-looking statements involve risk and uncertainty",14
"For further information regarding risks and uncertainties,  see the “Risk Factors” section in Item 1A of our most recent  Annual Report on Form 10-K",15
