paragraph,label
"Together, we keep the IKEA spirit alive! The war in Ukraine is a human tragedy that  continues to affect people and communities","[0.014, 0.041, 0.048, 0.057, 0.105, 0.031, 0.027, 0.024, 0.017, 0.075, 0.032, 0.016, 0.016, 0.014, 0.065, 0.009, 0.01, 0.088, 0.009, 0.04, 0.027, 0.044, 0.02, 0.025, 0.038, 0.027, 0.028]"
priority has been to provide support and security  to co-workers and the people in our value chain,"[0.025, 0.023, 0.062, 0.025, 0.028, 0.066, 0.012, 0.036, 0.073, 0.034, 0.029, 0.038, 0.029, 0.019, 0.019, 0.037, 0.032, 0.023, 0.085, 0.026, 0.046, 0.009, 0.012, 0.035, 0.022, 0.025, 0.082]"
"In the beginning of March 2022, Inter IKEA Group  and Ingka Group announced the pausing of IKEA  operations in Russia and Belarus. In June, the  decision was taken to stop IKEA operations in those  countries and we've since been scaling down, step  by step","[0.014, 0.048, 0.012, 0.007, 0.01, 0.029, 0.023, 0.045, 0.017, 0.014, 0.04, 0.01, 0.105, 0.02, 0.009, 0.016, 0.022, 0.01, 0.006, 0.134, 0.014, 0.036, 0.03, 0.055, 0.122, 0.058, 0.024]"
"Despite the complex situation, total IKEA sales  reached EUR 44.6 billion in FY22, up 6.5% compared  to FY21. The pandemic limited growth in FY21, and  IKEA retail sales benefited as the world re-opened","[0.022, 0.017, 0.011, 0.05, 0.031, 0.044, 0.017, 0.025, 0.023, 0.079, 0.016, 0.023, 0.006, 0.042, 0.015, 0.009, 0.03, 0.079, 0.015, 0.027, 0.044, 0.078, 0.018, 0.062, 0.028, 0.018, 0.116]"
"On the other hand, higher costs for raw materials  and transport led to higher prices, which means  sales grew in monetary terms, but not in quantities","[0.008, 0.01, 0.013, 0.036, 0.057, 0.055, 0.024, 0.019, 0.023, 0.098, 0.02, 0.06, 0.009, 0.027, 0.04, 0.015, 0.021, 0.05, 0.022, 0.032, 0.064, 0.062, 0.021, 0.029, 0.016, 0.01, 0.104]"
"and production. Twenty-four IKEA retail markets  are using 100% renewable electricity. In production,  it increased from 52% in FY21 to 64%. One of our  key strengths is the IKEA integrated supply chain","[0.023, 0.055, 0.03, 0.034, 0.047, 0.058, 0.016, 0.037, 0.067, 0.046, 0.03, 0.025, 0.014, 0.054, 0.026, 0.012, 0.03, 0.037, 0.012, 0.022, 0.045, 0.039, 0.032, 0.064, 0.014, 0.016, 0.07]"
We have long-term relationships with our suppliers  – 11 years on average – and are supporting their  journeys to transition to renewable energy,"[0.026, 0.02, 0.015, 0.043, 0.044, 0.042, 0.017, 0.026, 0.016, 0.087, 0.019, 0.021, 0.005, 0.033, 0.036, 0.006, 0.025, 0.098, 0.01, 0.023, 0.033, 0.11, 0.021, 0.052, 0.023, 0.015, 0.077]"
"With a carbon budget of six years left in the world,1  the need to act decisively to limit global warming to  1.5°C is more important than ever. We’re committed  to doing our part, taking a full value chain approach","[0.021, 0.054, 0.042, 0.051, 0.072, 0.105, 0.023, 0.027, 0.053, 0.036, 0.033, 0.01, 0.05, 0.026, 0.014, 0.018, 0.019, 0.021, 0.025, 0.045, 0.04, 0.014, 0.024, 0.03, 0.03, 0.018, 0.05]"
"The total IKEA climate footprint in FY22 is estimated  to be 25.8 million tonnes of CO2 eq – a decrease of  5% compared to FY21 and 12% compared to our FY16  baseline. The reduced climate footprint is mainly  due to a strong development in renewable electricity  and improved efficiency of products used at home,  and partly due to slightly lower production volumes  between FY21-22","[0.05, 0.026, 0.031, 0.008, 0.015, 0.039, 0.014, 0.077, 0.05, 0.022, 0.067, 0.016, 0.106, 0.014, 0.007, 0.024, 0.016, 0.011, 0.016, 0.092, 0.022, 0.051, 0.034, 0.09, 0.026, 0.014, 0.006]"
"One of the main contributors to the decreased  climate footprint is our more energy-efficient range,  such as the new and more affordable SOLHETTA  LED range. We also saw a continued increase in the  share of sales for our plant-based food options, such  as the plant ball and the veggie hotdog","[0.014, 0.026, 0.041, 0.05, 0.052, 0.024, 0.018, 0.024, 0.022, 0.063, 0.012, 0.056, 0.009, 0.042, 0.074, 0.016, 0.036, 0.075, 0.019, 0.018, 0.049, 0.029, 0.028, 0.024, 0.028, 0.012, 0.09]"
"During FY22, we also managed to increase the  share of renewable electricity in both IKEA retail  Our focus ahead remains on the longer-term  agenda, such as product transport and materials  – our largest climate footprint. For materials,  we have concrete plans to reduce our impact","[0.005, 0.007, 0.016, 0.014, 0.103, 0.089, 0.034, 0.016, 0.035, 0.069, 0.024, 0.106, 0.021, 0.014, 0.064, 0.034, 0.02, 0.015, 0.032, 0.033, 0.069, 0.022, 0.027, 0.013, 0.008, 0.005, 0.046]"
challenge for materials is to secure the accuracy  and completeness of the data. See the IKEA Climate  Report FY22 for more details,"[0.016, 0.038, 0.021, 0.032, 0.048, 0.04, 0.017, 0.029, 0.045, 0.069, 0.011, 0.032, 0.01, 0.03, 0.033, 0.012, 0.052, 0.062, 0.009, 0.016, 0.055, 0.023, 0.032, 0.026, 0.025, 0.011, 0.145]"
"Establishing a systemic shift to a circular economy,  not only within the IKEA business but throughout  the world, is key to creating a sustainable future,  since the high use of resources in the world is  increasing the pressure on people and the planet","[0.012, 0.034, 0.107, 0.014, 0.035, 0.051, 0.009, 0.069, 0.032, 0.041, 0.022, 0.035, 0.021, 0.017, 0.053, 0.023, 0.032, 0.05, 0.083, 0.013, 0.018, 0.008, 0.016, 0.019, 0.017, 0.015, 0.098]"
"Now, several years into our efforts to transform into  a circular business, we have a clearer and practical  understanding of the complexities. After some years  of testing in various markets, we formally created  the global IKEA Core Circular Customer Offer which  will make it possible for customers to pass on,  refurbish, care for, maintain and upgrade products  in convenient ways","[0.032, 0.029, 0.02, 0.029, 0.023, 0.044, 0.02, 0.049, 0.029, 0.057, 0.046, 0.021, 0.025, 0.035, 0.009, 0.014, 0.021, 0.034, 0.011, 0.088, 0.035, 0.109, 0.024, 0.074, 0.028, 0.022, 0.021]"
"1 Mercator Research Institute on Global Commons and Climate Change, ""Remaining carbon budget"", 1.5°C scenario selected, 2022 2 The volume of products manufactured in FY22 was 10% higher than in the baseline year FY16, but 1% lower than FY21","[0.068, 0.045, 0.022, 0.081, 0.042, 0.053, 0.075, 0.043, 0.008, 0.027, 0.052, 0.007, 0.033, 0.03, 0.013, 0.029, 0.018, 0.014, 0.031, 0.062, 0.02, 0.057, 0.017, 0.039, 0.033, 0.028, 0.006]"
3 A just transition addresses the social consequences of actions taken to reduce climate impact and transition to a circular economy,"[0.006, 0.017, 0.05, 0.013, 0.084, 0.071, 0.027, 0.022, 0.057, 0.056, 0.033, 0.084, 0.039, 0.018, 0.059, 0.027, 0.029, 0.021, 0.038, 0.021, 0.046, 0.011, 0.028, 0.017, 0.013, 0.008, 0.055]"
"We strive to take a holistic approach to our  sustainability work, as climate change, nature loss  and inequality are interdependent. The transition  to a circular economy with limited environmental  impact creates additional challenges for livelihoods  and human rights. Therefore, we put a lot of effort  during the year into revising the Fair & equal section  of the IKEA sustainability strategy. The update  includes strengthened commitments to contribute  to more resilient societies, with a continued focus  on children as a particularly vulnerable group","[0.013, 0.048, 0.047, 0.049, 0.116, 0.035, 0.028, 0.026, 0.019, 0.081, 0.031, 0.015, 0.012, 0.017, 0.058, 0.006, 0.012, 0.078, 0.008, 0.035, 0.028, 0.039, 0.016, 0.032, 0.029, 0.03, 0.038]"
"includes new commitments, such as ensuring a just  transition3 with a focus on enabling decent work,  which involves, for example, upskilling and reskilling  to meet future demands. This update was supported  by a social impact materiality assessment","[0.023, 0.007, 0.031, 0.011, 0.014, 0.023, 0.005, 0.013, 0.162, 0.038, 0.091, 0.014, 0.026, 0.096, 0.033, 0.021, 0.027, 0.019, 0.015, 0.021, 0.049, 0.053, 0.037, 0.023, 0.032, 0.041, 0.008]"
"Our work toward becoming people and planet  positive continues, and we stay optimistic","[0.076, 0.008, 0.036, 0.019, 0.02, 0.086, 0.004, 0.033, 0.121, 0.026, 0.05, 0.008, 0.026, 0.044, 0.007, 0.02, 0.02, 0.018, 0.021, 0.055, 0.046, 0.045, 0.019, 0.054, 0.043, 0.02, 0.016]"
"long-term commitment is to make sure sustainable  living is affordable and accessible to the many, and  together we will make it happen","[0.077, 0.01, 0.034, 0.017, 0.018, 0.074, 0.005, 0.033, 0.115, 0.028, 0.068, 0.008, 0.034, 0.033, 0.007, 0.018, 0.022, 0.013, 0.018, 0.069, 0.045, 0.058, 0.017, 0.055, 0.037, 0.018, 0.012]"
"products in the IKEA range 2,000 new products launched in FY22 4","[0.011, 0.034, 0.069, 0.054, 0.024, 0.11, 0.008, 0.008, 0.071, 0.017, 0.075, 0.006, 0.08, 0.06, 0.018, 0.011, 0.009, 0.015, 0.024, 0.029, 0.012, 0.01, 0.038, 0.027, 0.074, 0.032, 0.018]"
"1 We work with more than 1,600 suppliers for home furnishing, transport, logistics and distribution services, components, and food","[0.009, 0.026, 0.064, 0.015, 0.083, 0.032, 0.04, 0.016, 0.066, 0.066, 0.03, 0.062, 0.033, 0.033, 0.069, 0.02, 0.04, 0.016, 0.046, 0.018, 0.06, 0.008, 0.012, 0.023, 0.009, 0.022, 0.034]"
"2 Excluding sales taxes, including sales of IKEA products, food and services by IKEA franchisees","[0.038, 0.05, 0.045, 0.115, 0.046, 0.032, 0.082, 0.034, 0.009, 0.022, 0.059, 0.014, 0.042, 0.035, 0.014, 0.031, 0.019, 0.015, 0.035, 0.042, 0.033, 0.043, 0.017, 0.022, 0.02, 0.026, 0.011]"
3 We measure produced volumes in cubic metres (m3),"[0.03, 0.037, 0.077, 0.101, 0.041, 0.106, 0.014, 0.012, 0.031, 0.02, 0.103, 0.005, 0.033, 0.065, 0.021, 0.014, 0.009, 0.013, 0.032, 0.026, 0.018, 0.034, 0.019, 0.039, 0.02, 0.015, 0.006]"
"This is a simplified overview of the IKEA franchise system and value chain (read more). In total, there were 12 IKEA franchisees in 62 markets as of 31  August 2022. Inter IKEA Group includes the IKEA franchisor, range, supply and manufacturing. The IKEA sustainability agenda is set and governed  by the Strategic Sustainability Council with the Inter IKEA Group CEO as chair. Read more about our sustainability governance on page 52","[0.016, 0.018, 0.02, 0.007, 0.01, 0.028, 0.019, 0.036, 0.023, 0.014, 0.105, 0.013, 0.139, 0.015, 0.014, 0.015, 0.017, 0.019, 0.011, 0.067, 0.012, 0.051, 0.043, 0.036, 0.099, 0.067, 0.018]"
SOLHETTA LED bulbs series to make it  easier to use in more areas of the home  (page 10),"[0.08, 0.009, 0.049, 0.019, 0.02, 0.057, 0.004, 0.025, 0.179, 0.025, 0.044, 0.014, 0.021, 0.048, 0.012, 0.023, 0.028, 0.016, 0.028, 0.026, 0.063, 0.035, 0.017, 0.042, 0.018, 0.015, 0.013]"
"Following years of testing, we’re creating a  global offer of circular services that will  make it easier for customers to prolong  the lifespan of IKEA products (page 17)","[0.004, 0.005, 0.012, 0.014, 0.098, 0.067, 0.036, 0.014, 0.023, 0.071, 0.021, 0.124, 0.021, 0.011, 0.085, 0.037, 0.016, 0.017, 0.034, 0.042, 0.062, 0.025, 0.025, 0.011, 0.013, 0.006, 0.044]"
"Introduced a new low-price indoor air  purifier UPPÅTVIND, enabling even more  customers to afford a solution that  cleans indoor air (page 11)","[0.019, 0.02, 0.018, 0.052, 0.046, 0.036, 0.014, 0.024, 0.02, 0.094, 0.021, 0.019, 0.005, 0.036, 0.032, 0.006, 0.021, 0.105, 0.01, 0.025, 0.035, 0.087, 0.016, 0.05, 0.027, 0.021, 0.085]"
Prolonging the life of sofas through  repair and refurbishment – testing of the  service continues at IKEA Poland (page 18),"[0.032, 0.058, 0.05, 0.069, 0.053, 0.096, 0.022, 0.028, 0.028, 0.029, 0.051, 0.006, 0.044, 0.028, 0.025, 0.014, 0.018, 0.027, 0.04, 0.026, 0.03, 0.028, 0.021, 0.039, 0.028, 0.019, 0.045]"
Enabling customers to save up to 95% of  water used in taps at home with the new  ÅBÄCKEN water nozzle (page 12),"[0.011, 0.033, 0.097, 0.015, 0.042, 0.057, 0.012, 0.073, 0.021, 0.045, 0.02, 0.035, 0.02, 0.015, 0.058, 0.024, 0.027, 0.052, 0.089, 0.015, 0.019, 0.008, 0.016, 0.019, 0.015, 0.012, 0.094]"
of a best-selling IKEA product – BILLY  bookcase (page 16),"[0.015, 0.022, 0.012, 0.044, 0.026, 0.036, 0.016, 0.022, 0.023, 0.068, 0.014, 0.027, 0.008, 0.047, 0.019, 0.009, 0.037, 0.072, 0.01, 0.026, 0.048, 0.06, 0.022, 0.046, 0.039, 0.02, 0.152]"
Increased the share of sales of plant- based meals in comparison to meat-based  options in IKEA restaurants (page 13),"[0.011, 0.011, 0.026, 0.01, 0.045, 0.043, 0.022, 0.031, 0.066, 0.044, 0.028, 0.097, 0.032, 0.032, 0.057, 0.049, 0.038, 0.012, 0.052, 0.027, 0.071, 0.016, 0.028, 0.023, 0.014, 0.014, 0.055]"
Increasing the use of recycled polyols in  foam to drive industry change and move  toward mattresses with recycled or  renewable foam (page 17),"[0.023, 0.015, 0.012, 0.047, 0.028, 0.039, 0.015, 0.026, 0.018, 0.087, 0.019, 0.02, 0.005, 0.041, 0.015, 0.007, 0.028, 0.097, 0.012, 0.026, 0.035, 0.109, 0.017, 0.061, 0.026, 0.018, 0.09]"
"On average, we achieved the goal of  reducing food waste from preparing meals  for IKEA restaurants by 50% by end of 2022  compared to FY17 baseline (page 17)","[0.018, 0.06, 0.032, 0.024, 0.046, 0.103, 0.014, 0.036, 0.106, 0.027, 0.054, 0.016, 0.028, 0.051, 0.015, 0.015, 0.035, 0.016, 0.011, 0.018, 0.043, 0.019, 0.038, 0.037, 0.011, 0.015, 0.059]"
"Decreased our climate footprint, in  absolute terms compared to our FY16  baseline, by 3.4 million tonnes of CO2 eq, a  reduction of 12%. This corresponds to a 20%  relative reduction in terms of the climate  footprint per produced volume","[0.02, 0.035, 0.025, 0.048, 0.064, 0.036, 0.016, 0.028, 0.027, 0.091, 0.022, 0.019, 0.006, 0.027, 0.046, 0.006, 0.02, 0.101, 0.007, 0.026, 0.034, 0.071, 0.021, 0.044, 0.024, 0.02, 0.065]"
"Established one of the first-ever corporate  outdoor air pollution disclosures across  a value chain, enabling goal-setting as the  next step (page 23)","[0.07, 0.019, 0.034, 0.033, 0.017, 0.02, 0.006, 0.02, 0.154, 0.027, 0.026, 0.031, 0.013, 0.025, 0.022, 0.032, 0.056, 0.018, 0.057, 0.008, 0.055, 0.01, 0.008, 0.047, 0.017, 0.037, 0.073]"
"Significantly increasing the share of  renewable electricity for retail, from 71%  to 76%, and for production, from 52% to  64% compared to FY21 (page 23)","[0.021, 0.042, 0.04, 0.053, 0.09, 0.027, 0.028, 0.027, 0.021, 0.06, 0.018, 0.017, 0.02, 0.018, 0.064, 0.012, 0.017, 0.094, 0.01, 0.035, 0.027, 0.035, 0.032, 0.028, 0.061, 0.023, 0.032]"
"Committing to zero emission heavy-duty  road transports by 2040 through EV100+,  meaning all product transports and home  deliveries will be zero-emission by 2040 at  the latest (page 23)","[0.02, 0.019, 0.013, 0.056, 0.028, 0.043, 0.018, 0.027, 0.017, 0.078, 0.02, 0.021, 0.006, 0.045, 0.012, 0.008, 0.029, 0.073, 0.014, 0.03, 0.043, 0.09, 0.016, 0.057, 0.024, 0.019, 0.114]"
"Advocating for, and assessing our  impact on, biodiversity, guided by SBTN,  participating at COP15, and supporting  #MakeItMandatory (page 30)","[0.032, 0.049, 0.06, 0.024, 0.028, 0.045, 0.007, 0.055, 0.096, 0.035, 0.026, 0.027, 0.017, 0.02, 0.021, 0.024, 0.036, 0.025, 0.044, 0.017, 0.039, 0.008, 0.01, 0.048, 0.018, 0.03, 0.107]"
"Reached 15% share of recycled wood,  moving closer to our goal to have at least  one-third recycled wood in IKEA products  by 2030 (page 28)","[0.064, 0.017, 0.013, 0.061, 0.043, 0.089, 0.042, 0.03, 0.006, 0.046, 0.093, 0.004, 0.012, 0.014, 0.037, 0.017, 0.01, 0.022, 0.067, 0.025, 0.012, 0.092, 0.009, 0.06, 0.025, 0.028, 0.006]"
Introducing a digital map that's increasing  transparency on how and where IKEA  suppliers source wood. The map launched  in January 2023 (page 29),"[0.023, 0.009, 0.04, 0.011, 0.024, 0.032, 0.008, 0.013, 0.203, 0.046, 0.051, 0.026, 0.023, 0.072, 0.027, 0.026, 0.035, 0.011, 0.034, 0.02, 0.068, 0.019, 0.015, 0.027, 0.014, 0.032, 0.013]"
"partnership with WWF on projects in  forestry, cotton, freshwater and climate  (page 29)","[0.014, 0.094, 0.027, 0.024, 0.047, 0.083, 0.024, 0.048, 0.066, 0.027, 0.029, 0.018, 0.032, 0.032, 0.014, 0.016, 0.04, 0.021, 0.01, 0.02, 0.044, 0.014, 0.041, 0.03, 0.01, 0.014, 0.106]"
"Revised the Fair & equal focus area,  strengthening our commitments  to tackle inequality; make respect for  human rights a foundation for business  operations; and contribute to more  resilient societies, including ensuring a just  transition (page 41)","[0.079, 0.02, 0.048, 0.027, 0.021, 0.027, 0.01, 0.037, 0.101, 0.023, 0.08, 0.027, 0.035, 0.027, 0.015, 0.042, 0.032, 0.013, 0.046, 0.023, 0.045, 0.029, 0.014, 0.065, 0.019, 0.027, 0.016]"
Supporting decent work by introducing  new IWAY requirements5 for digital  platform workers in the IKEA value chain  (page 49),"[0.038, 0.028, 0.072, 0.042, 0.045, 0.122, 0.013, 0.022, 0.075, 0.017, 0.092, 0.008, 0.063, 0.031, 0.008, 0.023, 0.012, 0.013, 0.032, 0.032, 0.029, 0.021, 0.024, 0.04, 0.023, 0.011, 0.008]"
Providing emergency aid as well as long- term humanitarian support to people  affected by the war in Ukraine (page 42),"[0.043, 0.013, 0.066, 0.022, 0.026, 0.056, 0.006, 0.015, 0.163, 0.026, 0.095, 0.014, 0.034, 0.043, 0.017, 0.026, 0.02, 0.009, 0.049, 0.024, 0.044, 0.02, 0.011, 0.047, 0.016, 0.021, 0.009]"
"Launched VÅRDANDE, our first global  collection made in partnership with  social business suppliers, creating more  opportunities for vulnerable and  marginalised people and communities  (page 45)","[0.017, 0.015, 0.067, 0.009, 0.038, 0.012, 0.031, 0.015, 0.115, 0.069, 0.031, 0.059, 0.037, 0.042, 0.041, 0.02, 0.068, 0.017, 0.046, 0.017, 0.044, 0.008, 0.008, 0.023, 0.013, 0.065, 0.019]"
Developed an IKEA training for child  safeguarding that will roll out in FY23  (page 43),"[0.017, 0.013, 0.026, 0.007, 0.012, 0.039, 0.013, 0.03, 0.036, 0.015, 0.174, 0.01, 0.117, 0.018, 0.019, 0.012, 0.015, 0.022, 0.015, 0.039, 0.011, 0.064, 0.045, 0.037, 0.056, 0.05, 0.012]"
"1 Based on data from our largest franchisee, Ingka Group","[0.011, 0.035, 0.096, 0.015, 0.038, 0.057, 0.011, 0.075, 0.021, 0.045, 0.019, 0.03, 0.019, 0.015, 0.056, 0.023, 0.029, 0.052, 0.086, 0.016, 0.018, 0.008, 0.015, 0.019, 0.017, 0.014, 0.1]"
"2 IKEA Poland is operated by the largest IKEA franchisee, Ingka Group","[0.041, 0.014, 0.052, 0.035, 0.035, 0.095, 0.006, 0.017, 0.102, 0.024, 0.108, 0.01, 0.022, 0.072, 0.019, 0.015, 0.016, 0.015, 0.021, 0.026, 0.041, 0.053, 0.024, 0.04, 0.015, 0.013, 0.01]"
3 Calculated for all IKEA restaurants which used the food waste digital solution by end of 2022. 91% of all IKEA stores had food waste solutions in place by end of 2022,"[0.037, 0.017, 0.027, 0.014, 0.022, 0.031, 0.015, 0.056, 0.054, 0.039, 0.038, 0.028, 0.062, 0.022, 0.007, 0.032, 0.018, 0.023, 0.012, 0.137, 0.032, 0.059, 0.035, 0.049, 0.054, 0.017, 0.008]"
4 Scope of home deliveries include Inter IKEA Group and IKEA retail business of franchisee Ingka Group,"[0.037, 0.013, 0.037, 0.058, 0.034, 0.052, 0.016, 0.017, 0.073, 0.037, 0.031, 0.037, 0.032, 0.054, 0.022, 0.041, 0.031, 0.025, 0.045, 0.031, 0.068, 0.037, 0.033, 0.03, 0.029, 0.011, 0.027]"
"5  IWAY is the IKEA way of responsibly procuring products, services, materials and components. It sets requirements on environmental, social and working conditions, as well as animal welfare for all IKEA suppliers and service providers (read more)","[0.074, 0.016, 0.035, 0.033, 0.015, 0.017, 0.005, 0.022, 0.152, 0.026, 0.022, 0.037, 0.014, 0.023, 0.017, 0.039, 0.053, 0.018, 0.057, 0.011, 0.054, 0.009, 0.007, 0.048, 0.024, 0.039, 0.07]"
"The purpose of our sustainability  strategy, People & Planet Positive,  is to inspire, activate and lead us  in our decision-making and goal- setting, in order to achieve the big  positive changes we want to see in  the world, and for the entire IKEA  ecosystem","[0.06, 0.055, 0.04, 0.076, 0.057, 0.042, 0.05, 0.045, 0.011, 0.013, 0.093, 0.006, 0.047, 0.03, 0.014, 0.035, 0.014, 0.013, 0.049, 0.03, 0.022, 0.069, 0.021, 0.035, 0.01, 0.009, 0.005]"
"The strategy is structured based on material  topics (see diagram, left). These are  considered the most important sustainability  issues on which the IKEA business can have  an impact. When we developed the strategy,  we looked at what stakeholders expect from  us and where they could see us making the  biggest positive changes. As an outcome,  we clustered the identified material topics  into three major challenges: unsustainable  consumption, climate change, and inequality","[0.062, 0.034, 0.035, 0.059, 0.044, 0.028, 0.04, 0.041, 0.028, 0.019, 0.02, 0.024, 0.029, 0.086, 0.007, 0.05, 0.046, 0.016, 0.011, 0.067, 0.033, 0.029, 0.055, 0.022, 0.047, 0.012, 0.008]"
"In FY22, we carried out a materiality  assessment in connection with the revision  of the Fair & equal focus area of the strategy,  which led to the creation of new and  strengthened commitments (page 41)","[0.077, 0.009, 0.041, 0.02, 0.031, 0.076, 0.008, 0.037, 0.085, 0.027, 0.049, 0.012, 0.031, 0.039, 0.013, 0.029, 0.019, 0.023, 0.038, 0.048, 0.056, 0.053, 0.021, 0.054, 0.027, 0.014, 0.013]"
The IKEA People & Planet Positive strategy  describes the sustainability agenda and  ambition for everyone in the IKEA franchise  system and value chain. Each company  working under the IKEA Brand sets its  own strategic goals to contribute to the  common ambitions and commitments,"[0.019, 0.035, 0.024, 0.017, 0.021, 0.024, 0.026, 0.031, 0.015, 0.024, 0.087, 0.021, 0.045, 0.037, 0.038, 0.018, 0.02, 0.024, 0.008, 0.081, 0.016, 0.081, 0.028, 0.039, 0.091, 0.067, 0.012]"
for 2030 are in line with the UN Sustainable  Development Goals (SDGs),"[0.058, 0.036, 0.027, 0.01, 0.014, 0.04, 0.017, 0.077, 0.034, 0.017, 0.066, 0.01, 0.099, 0.015, 0.007, 0.023, 0.015, 0.007, 0.017, 0.092, 0.02, 0.06, 0.029, 0.112, 0.02, 0.013, 0.005]"
"We don’t have all the answers and can't  achieve our goals alone. We want to have a  positive impact on people, society and the planet. We're working – in line with  stakeholder expectations and regulations – to secure both economic growth and positive  social impact with environmental protection  and regeneration","[0.018, 0.015, 0.06, 0.01, 0.039, 0.015, 0.035, 0.015, 0.114, 0.069, 0.039, 0.05, 0.04, 0.045, 0.03, 0.02, 0.063, 0.013, 0.049, 0.021, 0.045, 0.009, 0.007, 0.029, 0.012, 0.071, 0.016]"
Our sustainability strategy is reviewed annually  to secure alignment with the total IKEA strategic  landscape and external developments,"[0.015, 0.022, 0.028, 0.017, 0.031, 0.023, 0.02, 0.047, 0.049, 0.045, 0.034, 0.054, 0.048, 0.032, 0.016, 0.031, 0.016, 0.039, 0.012, 0.104, 0.03, 0.056, 0.044, 0.041, 0.06, 0.027, 0.016]"
"includes assessing the changing realities  within our three key challenges: unsustainable  consumption, climate change, and inequality","[0.018, 0.056, 0.024, 0.04, 0.074, 0.075, 0.026, 0.033, 0.025, 0.07, 0.021, 0.022, 0.01, 0.028, 0.038, 0.008, 0.03, 0.055, 0.008, 0.022, 0.045, 0.042, 0.03, 0.037, 0.014, 0.011, 0.09]"
